;       proxy    proxy     proxy     ESPquad   ESP       ESP       ESP       ESP       ESP       MEGS-P    MEGS-P    ESP       ESP       ESP       ESP       Lat   Lon      proxy  proxy
;---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
;END_OF_HEADER
2013 313 11 09
0432  7.92e-07  3.23e-08  8.34e-04  8.65e-04  8.93e-04  5.24e-04  9.30e-04  3.87e+00  4.93e+01  6.42e-03  3.93e+01  3.21e-01  1.80e-01  3.24e-01  1.75e-01 -16.3  -5.6  1.98e+03  1.24e-06
0433  8.02e-07  3.27e-08  8.33e-04  8.63e-04  8.93e-04  5.24e-04  9.30e-04  3.42e+00  4.93e+01  6.42e-03  3.93e+01  3.20e-01  1.78e-01  3.25e-01  1.77e-01 -16.3  -4.7  1.98e+03  1.25e-06
0434  7.94e-07  3.24e-08  8.34e-04  8.66e-04  8.93e-04  5.25e-04  9.31e-04  3.00e+00  4.93e+01  6.42e-03  3.93e+01  3.20e-01  1.79e-01  3.24e-01  1.77e-01 -16.1  -4.7  1.98e+03  1.25e-06
0435  8.02e-07  3.27e-08  8.34e-04  8.67e-04  8.93e-04  5.25e-04  9.31e-04  2.61e+00  4.93e+01  6.43e-03  3.93e+01  3.20e-01  1.79e-01  3.24e-01  1.78e-01 -16.0  -4.4  1.98e+03  1.25e-06
0436  8.10e-07  3.30e-08  8.34e-04  8.68e-04  8.93e-04  5.25e-04  9.31e-04  2.25e+00  4.93e+01  6.43e-03  3.93e+01  3.20e-01  1.79e-01  3.24e-01  1.76e-01 -16.2  -5.1  1.98e+03  1.26e-06
0437  8.02e-07  3.27e-08  8.34e-04  8.67e-04  8.92e-04  5.25e-04  9.31e-04  1.91e+00  4.93e+01  6.42e-03  3.93e+01  3.19e-01  1.81e-01  3.25e-01  1.76e-01 -16.1  -5.2  1.98e+03  1.25e-06
0438  7.78e-07  3.17e-08  8.34e-04  8.65e-04  8.92e-04  5.25e-04  9.31e-04  1.60e+00  4.93e+01  6.42e-03  3.93e+01  3.19e-01  1.80e-01  3.25e-01  1.76e-01 -16.2  -4.9  1.98e+03  1.23e-06
0439  8.02e-07  3.27e-08  8.34e-04  8.65e-04  8.92e-04  5.25e-04  9.31e-04  1.31e+00  4.94e+01  6.42e-03  3.93e+01  3.20e-01  1.80e-01  3.25e-01  1.76e-01 -16.2  -5.0  1.98e+03  1.25e-06
0440  8.18e-07  3.33e-08  8.34e-04  8.70e-04  8.92e-04  5.25e-04  9.32e-04  1.05e+00  4.94e+01  6.42e-03  3.93e+01  3.21e-01  1.79e-01  3.25e-01  1.76e-01 -16.3  -5.2  1.98e+03  1.27e-06
0441  8.45e-07  3.44e-08  8.35e-04  8.78e-04  8.92e-04  5.24e-04  9.32e-04  8.06e-01  4.94e+01  6.42e-03  3.93e+01  3.21e-01  1.78e-01  3.25e-01  1.76e-01 -16.4  -4.8  1.98e+03  1.29e-06
0442  8.66e-07  3.53e-08  8.35e-04  8.85e-04  8.92e-04  5.24e-04  9.32e-04  5.89e-01  4.94e+01  6.42e-03  3.93e+01  3.21e-01  1.78e-01  3.25e-01  1.76e-01 -16.4  -5.1  1.98e+03  1.30e-06
0443  8.66e-07  3.53e-08  8.35e-04  8.86e-04  8.92e-04  5.24e-04  9.33e-04  3.93e-01  4.94e+01  6.41e-03  3.93e+01  3.21e-01  1.79e-01  3.25e-01  1.75e-01 -16.4  -5.1  1.98e+03  1.30e-06
0444  8.64e-07  3.52e-08  8.36e-04  8.85e-04  8.92e-04  5.24e-04  9.34e-04  2.17e-01  4.94e+01  6.42e-03  3.93e+01  3.20e-01  1.79e-01  3.26e-01  1.75e-01 -16.5  -4.6  1.98e+03  1.30e-06
0445  8.62e-07  3.51e-08  8.37e-04  8.83e-04  8.92e-04  5.25e-04  9.35e-04  6.08e-02  4.94e+01  6.41e-03  3.93e+01  3.21e-01  1.79e-01  3.25e-01  1.75e-01 -16.4  -5.2  1.98e+03  1.30e-06
0446  8.81e-07  3.59e-08  8.37e-04  8.86e-04  8.92e-04  5.25e-04  9.36e-04 -1.00e+00  4.94e+01  6.41e-03  3.93e+01  3.21e-01  1.80e-01  3.25e-01  1.75e-01 -16.4  -5.7  1.98e+03  1.32e-06
0447  8.62e-07  3.51e-08  8.38e-04  8.86e-04  8.93e-04  5.25e-04  9.37e-04 -1.00e+00  4.93e+01  6.41e-03  3.93e+01  3.20e-01  1.80e-01  3.25e-01  1.75e-01 -16.3  -5.6  1.98e+03  1.30e-06
0448  8.58e-07  3.49e-08  8.38e-04  8.84e-04  8.93e-04  5.26e-04  9.37e-04 -1.00e+00  4.94e+01  6.41e-03  3.93e+01  3.21e-01  1.79e-01  3.24e-01  1.75e-01 -16.3  -5.6  1.98e+03  1.30e-06
0449  8.42e-07  3.43e-08  8.37e-04  8.80e-04  8.93e-04  5.26e-04  9.35e-04 -1.00e+00  4.94e+01  6.40e-03  3.93e+01  3.21e-01  1.80e-01  3.24e-01  1.76e-01 -16.2  -5.5  1.98e+03  1.29e-06
0450  8.34e-07  3.40e-08  8.37e-04  8.77e-04  8.93e-04  5.27e-04  9.34e-04 -1.00e+00  4.94e+01  6.40e-03  3.93e+01  3.19e-01  1.80e-01  3.25e-01  1.76e-01 -16.2  -4.8  1.98e+03  1.28e-06
0451  8.47e-07  3.45e-08  8.36e-04  8.79e-04  8.93e-04  5.27e-04  9.33e-04 -1.00e+00  4.94e+01  6.40e-03  3.93e+01  3.19e-01  1.80e-01  3.24e-01  1.76e-01 -16.1  -5.2  1.98e+03  1.29e-06
0452  8.24e-07  3.36e-08  8.36e-04  8.76e-04  8.93e-04  5.27e-04  9.33e-04  2.91e-01  4.94e+01  6.40e-03  3.93e+01  3.18e-01  1.80e-01  3.24e-01  1.77e-01 -15.9  -4.5  1.98e+03  1.27e-06
0453  8.11e-07  3.30e-08  8.35e-04  8.69e-04  8.93e-04  5.27e-04  9.32e-04  1.42e+00  4.94e+01  6.40e-03  3.93e+01  3.19e-01  1.80e-01  3.25e-01  1.77e-01 -16.0  -4.6  1.98e+03  1.26e-06
0454  7.94e-07  3.24e-08  8.34e-04  8.65e-04  8.93e-04  5.27e-04  9.31e-04  2.86e+00  4.94e+01  6.40e-03  3.93e+01  3.18e-01  1.79e-01  3.26e-01  1.77e-01 -16.2  -3.9  1.98e+03  1.25e-06
0455  8.22e-07  3.35e-08  8.34e-04  8.71e-04  8.93e-04  5.27e-04  9.30e-04  3.92e+00  4.94e+01  6.40e-03  3.93e+01  3.20e-01  1.79e-01  3.25e-01  1.77e-01 -16.2  -4.6  1.98e+03  1.27e-06
0456  7.96e-07  3.24e-08  8.33e-04  8.70e-04  8.93e-04  5.26e-04  9.29e-04  5.05e+00  4.94e+01  6.40e-03  3.93e+01  3.20e-01  1.79e-01  3.24e-01  1.77e-01 -16.1  -4.7  1.98e+03  1.25e-06
0457  7.88e-07  3.21e-08  8.34e-04  8.66e-04  8.93e-04  5.26e-04  9.30e-04  6.03e+00  4.95e+01  6.40e-03  3.93e+01  3.18e-01  1.80e-01  3.25e-01  1.77e-01 -16.0  -4.6  1.98e+03  1.24e-06
0458  7.83e-07  3.19e-08  8.35e-04  8.63e-04  8.93e-04  5.26e-04  9.32e-04  6.84e+00  4.95e+01  6.40e-03  3.93e+01  3.18e-01  1.80e-01  3.24e-01  1.77e-01 -15.9  -4.6  1.98e+03  1.24e-06
0459  7.87e-07  3.21e-08  8.35e-04  8.62e-04  8.93e-04  5.26e-04  9.32e-04  6.98e+00  4.95e+01  6.40e-03  3.93e+01  3.18e-01  1.80e-01  3.25e-01  1.76e-01 -16.0  -4.8  1.98e+03  1.24e-06
0500  7.95e-07  3.24e-08  8.36e-04  8.62e-04  8.94e-04  5.26e-04  9.33e-04  6.85e+00  4.95e+01  6.40e-03  3.93e+01  3.19e-01  1.79e-01  3.26e-01  1.76e-01 -16.2  -4.4  1.98e+03  1.25e-06
0501  7.96e-07  3.24e-08  8.36e-04  8.67e-04  8.94e-04  5.26e-04  9.33e-04  6.39e+00  4.95e+01  6.40e-03  3.93e+01  3.18e-01  1.79e-01  3.26e-01  1.77e-01 -16.1  -3.9  1.98e+03  1.25e-06
0502  7.97e-07  3.25e-08  8.37e-04  8.67e-04  8.95e-04  5.27e-04  9.34e-04  5.81e+00  4.95e+01  6.40e-03  3.93e+01  3.19e-01  1.80e-01  3.24e-01  1.78e-01 -15.9  -4.5  1.98e+03  1.25e-06
0503  8.09e-07  3.30e-08  8.38e-04  8.71e-04  8.95e-04  5.27e-04  9.35e-04  5.26e+00  4.95e+01  6.40e-03  3.93e+01  3.19e-01  1.80e-01  3.23e-01  1.78e-01 -15.8  -5.0  1.98e+03  1.26e-06
0504  8.26e-07  3.37e-08  8.39e-04  8.74e-04  8.96e-04  5.28e-04  9.36e-04  5.08e+00  4.95e+01  6.40e-03  3.93e+01  3.17e-01  1.82e-01  3.23e-01  1.78e-01 -15.5  -4.7  1.98e+03  1.27e-06
0505  7.99e-07  3.26e-08  8.39e-04  8.70e-04  8.96e-04  5.28e-04  9.37e-04  5.52e+00  4.95e+01  6.41e-03  3.93e+01  3.16e-01  1.82e-01  3.24e-01  1.78e-01 -15.6  -4.3  1.98e+03  1.25e-06
0506  7.89e-07  3.22e-08  8.40e-04  8.64e-04  8.96e-04  5.28e-04  9.37e-04  6.10e+00  4.95e+01  6.41e-03  3.93e+01  3.17e-01  1.82e-01  3.25e-01  1.77e-01 -15.8  -4.4  1.98e+03  1.24e-06
0507  8.02e-07  3.27e-08  8.40e-04  8.67e-04  8.96e-04  5.29e-04  9.38e-04  6.78e+00  4.95e+01  6.41e-03  3.93e+01  3.17e-01  1.81e-01  3.25e-01  1.77e-01 -15.9  -4.5  1.98e+03  1.25e-06
0508  7.88e-07  3.21e-08  8.39e-04  8.65e-04  8.95e-04  5.29e-04  9.37e-04  7.36e+00  4.95e+01  6.41e-03  3.94e+01  3.19e-01  1.81e-01  3.25e-01  1.76e-01 -16.0  -5.1  1.98e+03  1.24e-06
0509  7.85e-07  3.20e-08  8.38e-04  8.63e-04  8.96e-04  5.29e-04  9.35e-04  7.57e+00  4.95e+01  6.41e-03  3.94e+01  3.19e-01  1.80e-01  3.25e-01  1.77e-01 -16.0  -4.6  1.98e+03  1.24e-06
0510  7.79e-07  3.18e-08  8.38e-04  8.64e-04  8.96e-04  5.29e-04  9.35e-04  7.38e+00  4.96e+01  6.41e-03  3.93e+01  3.19e-01  1.80e-01  3.24e-01  1.78e-01 -15.9  -4.8  1.98e+03  1.23e-06
0511  7.95e-07  3.24e-08  8.38e-04  8.64e-04  8.96e-04  5.29e-04  9.35e-04  7.46e+00  4.96e+01  6.41e-03  3.93e+01  3.19e-01  1.81e-01  3.24e-01  1.76e-01 -16.0  -5.3  1.98e+03  1.25e-06
0512  7.90e-07  3.22e-08  8.38e-04  8.64e-04  8.96e-04  5.29e-04  9.35e-04  7.17e+00  4.96e+01  6.42e-03  3.93e+01  3.19e-01  1.80e-01  3.25e-01  1.76e-01 -16.0  -4.9  1.98e+03  1.24e-06
0513  7.86e-07  3.20e-08  8.38e-04  8.61e-04  8.95e-04  5.29e-04  9.34e-04  7.10e+00  4.95e+01  6.42e-03  3.93e+01  3.21e-01  1.81e-01  3.24e-01  1.75e-01 -16.2  -5.9  1.98e+03  1.24e-06
0514  7.81e-07  3.18e-08  8.38e-04  8.64e-04  8.95e-04  5.29e-04  9.34e-04  7.10e+00  4.95e+01  6.42e-03  3.93e+01  3.21e-01  1.79e-01  3.24e-01  1.76e-01 -16.2  -5.6  1.98e+03  1.24e-06
0515  7.89e-07  3.22e-08  8.38e-04  8.63e-04  8.95e-04  5.28e-04  9.35e-04  6.84e+00  4.96e+01  6.42e-03  3.93e+01  3.21e-01  1.80e-01  3.23e-01  1.76e-01 -16.2  -5.7  1.98e+03  1.24e-06
0516  7.82e-07  3.19e-08  8.37e-04  8.64e-04  8.94e-04  5.28e-04  9.34e-04  6.10e+00  4.95e+01  6.42e-03  3.93e+01  3.22e-01  1.80e-01  3.23e-01  1.75e-01 -16.3  -6.4  1.98e+03  1.24e-06
0517  8.02e-07  3.27e-08  8.37e-04  8.66e-04  8.94e-04  5.27e-04  9.34e-04  5.41e+00  4.96e+01  6.42e-03  3.93e+01  3.22e-01  1.79e-01  3.24e-01  1.76e-01 -16.3  -5.6  1.98e+03  1.25e-06
0518  8.14e-07  3.32e-08  8.37e-04  8.71e-04  8.94e-04  5.27e-04  9.34e-04  4.75e+00  4.96e+01  6.42e-03  3.93e+01  3.21e-01  1.80e-01  3.24e-01  1.75e-01 -16.3  -5.7  1.98e+03  1.26e-06
0519  7.97e-07  3.25e-08  8.37e-04  8.69e-04  8.94e-04  5.28e-04  9.34e-04  4.14e+00  4.96e+01  6.42e-03  3.93e+01  3.21e-01  1.80e-01  3.25e-01  1.75e-01 -16.3  -5.5  1.98e+03  1.25e-06
0520  7.98e-07  3.25e-08  8.37e-04  8.66e-04  8.94e-04  5.28e-04  9.35e-04  3.62e+00  4.96e+01  6.42e-03  3.93e+01  3.21e-01  1.80e-01  3.24e-01  1.75e-01 -16.2  -5.7  1.98e+03  1.25e-06
0521  8.02e-07  3.27e-08  8.37e-04  8.67e-04  8.95e-04  5.28e-04  9.34e-04  3.30e+00  4.95e+01  6.41e-03  3.93e+01  3.21e-01  1.79e-01  3.24e-01  1.76e-01 -16.3  -5.3  1.98e+03  1.25e-06
0522  7.98e-07  3.25e-08  8.37e-04  8.65e-04  8.94e-04  5.27e-04  9.34e-04  2.80e+00  4.95e+01  6.41e-03  3.94e+01  3.20e-01  1.80e-01  3.25e-01  1.76e-01 -16.2  -5.2  1.98e+03  1.25e-06
0523  7.78e-07  3.17e-08  8.36e-04  8.61e-04  8.94e-04  5.27e-04  9.33e-04  2.33e+00  4.95e+01  6.41e-03  3.93e+01  3.20e-01  1.81e-01  3.23e-01  1.76e-01 -16.1  -5.7  1.98e+03  1.23e-06
0524  7.52e-07  3.07e-08  8.36e-04  8.57e-04  8.94e-04  5.27e-04  9.33e-04  1.99e+00  4.95e+01  6.41e-03  3.94e+01  3.20e-01  1.80e-01  3.24e-01  1.76e-01 -16.2  -5.4  1.98e+03  1.21e-06
0525  7.75e-07  3.16e-08  8.35e-04  8.56e-04  8.94e-04  5.27e-04  9.32e-04  1.77e+00  4.95e+01  6.41e-03  3.93e+01  3.20e-01  1.80e-01  3.24e-01  1.76e-01 -16.1  -5.1  1.98e+03  1.23e-06
0526  7.51e-07  3.06e-08  8.35e-04  8.54e-04  8.94e-04  5.27e-04  9.32e-04  1.40e+00  4.95e+01  6.42e-03  3.93e+01  3.19e-01  1.81e-01  3.23e-01  1.77e-01 -15.9  -5.2  1.98e+03  1.21e-06
0527  7.59e-07  3.09e-08  8.35e-04  8.56e-04  8.94e-04  5.26e-04  9.31e-04  1.06e+00  4.95e+01  6.42e-03  3.93e+01  3.20e-01  1.81e-01  3.23e-01  1.76e-01 -16.0  -5.7  1.98e+03  1.22e-06
0528  7.58e-07  3.09e-08  8.35e-04  8.56e-04  8.94e-04  5.26e-04  9.31e-04  8.87e-01  4.95e+01  6.42e-03  3.93e+01  3.20e-01  1.82e-01  3.22e-01  1.76e-01 -15.9  -6.4  1.98e+03  1.22e-06
0529  7.30e-07  2.98e-08  8.34e-04  8.49e-04  8.94e-04  5.27e-04  9.30e-04  1.52e+00  4.95e+01  6.42e-03  3.93e+01  3.19e-01  1.82e-01  3.23e-01  1.76e-01 -15.8  -5.7  1.98e+03  1.19e-06
0530  7.34e-07  2.99e-08  8.35e-04  8.46e-04  8.94e-04  5.26e-04  9.32e-04  2.99e+00  4.95e+01  6.43e-03  3.93e+01  3.20e-01  1.80e-01  3.23e-01  1.76e-01 -16.0  -5.4  1.98e+03  1.20e-06
0531  7.32e-07  2.98e-08  8.35e-04  8.48e-04  8.93e-04  5.26e-04  9.32e-04  4.34e+00  4.96e+01  6.43e-03  3.93e+01  3.20e-01  1.80e-01  3.24e-01  1.76e-01 -16.1  -5.2  1.98e+03  1.19e-06
0532  7.40e-07  3.01e-08  8.35e-04  8.49e-04  8.93e-04  5.26e-04  9.31e-04  5.68e+00  4.96e+01  6.43e-03  3.93e+01  3.20e-01  1.80e-01  3.24e-01  1.75e-01 -16.2  -5.7  1.98e+03  1.20e-06
0533  7.65e-07  3.12e-08  8.35e-04  8.53e-04  8.93e-04  5.26e-04  9.32e-04  6.91e+00  4.95e+01  6.43e-03  3.93e+01  3.21e-01  1.81e-01  3.24e-01  1.74e-01 -16.3  -6.1  1.98e+03  1.22e-06
0534  7.66e-07  3.12e-08  8.35e-04  8.57e-04  8.93e-04  5.26e-04  9.33e-04  8.04e+00  4.95e+01  6.43e-03  3.93e+01  3.21e-01  1.81e-01  3.25e-01  1.74e-01 -16.4  -6.3  1.98e+03  1.22e-06
0535  7.82e-07  3.19e-08  8.36e-04  8.61e-04  8.93e-04  5.26e-04  9.34e-04  9.06e+00  4.95e+01  6.43e-03  3.93e+01  3.20e-01  1.80e-01  3.26e-01  1.74e-01 -16.4  -5.5  1.98e+03  1.24e-06
0536  8.03e-07  3.27e-08  8.37e-04  8.67e-04  8.93e-04  5.26e-04  9.34e-04  9.82e+00  4.95e+01  6.43e-03  3.93e+01  3.20e-01  1.80e-01  3.25e-01  1.75e-01 -16.3  -5.6  1.98e+03  1.25e-06
0537  8.30e-07  3.38e-08  8.37e-04  8.76e-04  8.93e-04  5.26e-04  9.36e-04  1.08e+01  4.95e+01  6.43e-03  3.93e+01  3.22e-01  1.79e-01  3.25e-01  1.75e-01 -16.4  -5.5  1.98e+03  1.28e-06
0538  8.26e-07  3.37e-08  8.37e-04  8.78e-04  8.93e-04  5.26e-04  9.35e-04  1.18e+01  4.95e+01  6.43e-03  3.93e+01  3.20e-01  1.79e-01  3.26e-01  1.75e-01 -16.4  -4.9  1.98e+03  1.27e-06
0539  8.50e-07  3.46e-08  8.36e-04  8.79e-04  8.92e-04  5.25e-04  9.33e-04  1.27e+01  4.95e+01  6.43e-03  3.93e+01  3.19e-01  1.79e-01  3.26e-01  1.76e-01 -16.4  -4.5  1.98e+03  1.29e-06
0540  8.49e-07  3.46e-08  8.36e-04  8.79e-04  8.92e-04  5.25e-04  9.33e-04  1.34e+01  4.95e+01  6.43e-03  3.93e+01  3.20e-01  1.80e-01  3.26e-01  1.75e-01 -16.3  -5.1  1.98e+03  1.29e-06
0541  8.45e-07  3.44e-08  8.35e-04  8.81e-04  8.92e-04  5.25e-04  9.32e-04  1.40e+01  4.95e+01  6.43e-03  3.93e+01  3.23e-01  1.79e-01  3.24e-01  1.75e-01 -16.5  -6.2  1.98e+03  1.29e-06
0542  8.16e-07  3.32e-08  8.34e-04  8.71e-04  8.93e-04  5.26e-04  9.31e-04  1.47e+01  4.94e+01  6.43e-03  3.93e+01  3.20e-01  1.80e-01  3.24e-01  1.76e-01 -16.2  -5.2  1.98e+03  1.26e-06
0543  8.00e-07  3.26e-08  8.34e-04  8.64e-04  8.93e-04  5.25e-04  9.30e-04  1.52e+01  4.94e+01  6.43e-03  3.93e+01  3.19e-01  1.80e-01  3.25e-01  1.76e-01 -16.1  -4.8  1.98e+03  1.25e-06
0544  7.87e-07  3.21e-08  8.33e-04  8.63e-04  8.93e-04  5.25e-04  9.29e-04  1.57e+01  4.94e+01  6.43e-03  3.92e+01  3.19e-01  1.81e-01  3.24e-01  1.76e-01 -16.0  -5.3  1.98e+03  1.24e-06
0545  7.76e-07  3.16e-08  8.34e-04  8.58e-04  8.93e-04  5.25e-04  9.31e-04  1.61e+01  4.94e+01  6.43e-03  3.92e+01  3.19e-01  1.80e-01  3.23e-01  1.77e-01 -15.9  -5.1  1.98e+03  1.23e-06
0546  7.62e-07  3.11e-08  8.35e-04  8.56e-04  8.93e-04  5.25e-04  9.32e-04  1.65e+01  4.94e+01  6.43e-03  3.92e+01  3.18e-01  1.81e-01  3.24e-01  1.77e-01 -15.8  -5.1  1.98e+03  1.22e-06
0547  7.51e-07  3.06e-08  8.35e-04  8.52e-04  8.93e-04  5.24e-04  9.33e-04  1.68e+01  4.94e+01  6.43e-03  3.93e+01  3.18e-01  1.82e-01  3.24e-01  1.76e-01 -15.9  -5.3  1.98e+03  1.21e-06
0548  7.47e-07  3.04e-08  8.35e-04  8.51e-04  8.93e-04  5.24e-04  9.32e-04  1.71e+01  4.94e+01  6.43e-03  3.93e+01  3.18e-01  1.81e-01  3.24e-01  1.77e-01 -15.8  -4.5  1.98e+03  1.21e-06
0549  7.33e-07  2.99e-08  8.35e-04  8.47e-04  8.93e-04  5.24e-04  9.33e-04  1.72e+01  4.94e+01  6.43e-03  3.92e+01  3.18e-01  1.80e-01  3.24e-01  1.77e-01 -15.9  -4.5  1.98e+03  1.19e-06
0550  7.30e-07  2.98e-08  8.34e-04  8.46e-04  8.93e-04  5.23e-04  9.32e-04  1.73e+01  4.94e+01  6.43e-03  3.92e+01  3.18e-01  1.81e-01  3.25e-01  1.77e-01 -15.9  -4.4  1.98e+03  1.19e-06
0551  7.29e-07  2.97e-08  8.34e-04  8.45e-04  8.93e-04  5.24e-04  9.31e-04  1.71e+01  4.94e+01  6.43e-03  3.92e+01  3.17e-01  1.81e-01  3.24e-01  1.78e-01 -15.7  -4.3  1.98e+03  1.19e-06
0552  7.30e-07  2.98e-08  8.33e-04  8.43e-04  8.92e-04  5.24e-04  9.30e-04  1.69e+01  4.94e+01  6.43e-03  3.92e+01  3.17e-01  1.80e-01  3.24e-01  1.78e-01 -15.7  -4.2  1.98e+03  1.19e-06
0553  7.28e-07  2.97e-08  8.32e-04  8.44e-04  8.92e-04  5.24e-04  9.28e-04  1.60e+01  4.93e+01  6.44e-03  3.92e+01  3.17e-01  1.81e-01  3.24e-01  1.78e-01 -15.6  -4.1  1.98e+03  1.19e-06
0554  7.32e-07  2.98e-08  8.31e-04  8.45e-04  8.92e-04  5.23e-04  9.27e-04  1.55e+01  4.93e+01  6.44e-03  3.92e+01  3.17e-01  1.81e-01  3.25e-01  1.78e-01 -15.8  -4.1  1.98e+03  1.19e-06
0555  7.13e-07  2.90e-08  8.30e-04  8.42e-04  8.91e-04  5.23e-04  9.26e-04  1.52e+01  4.93e+01  6.44e-03  3.92e+01  3.17e-01  1.81e-01  3.25e-01  1.78e-01 -15.7  -4.1  1.98e+03  1.18e-06
0556  7.12e-07  2.90e-08  8.29e-04  8.39e-04  8.91e-04  5.22e-04  9.25e-04  1.54e+01  4.93e+01  6.44e-03  3.92e+01  3.17e-01  1.81e-01  3.24e-01  1.77e-01 -15.7  -4.4  1.98e+03  1.18e-06
0557  6.99e-07  2.85e-08  8.29e-04  8.37e-04  8.90e-04  5.22e-04  9.24e-04  1.56e+01  4.93e+01  6.44e-03  3.92e+01  3.17e-01  1.81e-01  3.24e-01  1.78e-01 -15.7  -4.4  1.98e+03  1.16e-06
0558  7.02e-07  2.86e-08  8.29e-04  8.37e-04  8.90e-04  5.22e-04  9.24e-04  1.57e+01  4.93e+01  6.45e-03  3.91e+01  3.17e-01  1.81e-01  3.24e-01  1.78e-01 -15.8  -4.2  1.98e+03  1.17e-06
0559  6.97e-07  2.84e-08  8.28e-04  8.37e-04  8.90e-04  5.23e-04  9.23e-04  1.58e+01  4.94e+01  6.44e-03  3.92e+01  3.17e-01  1.80e-01  3.25e-01  1.78e-01 -15.7  -3.9  1.98e+03  1.16e-06
0600  6.94e-07  2.82e-08  8.29e-04  8.37e-04  8.90e-04  5.23e-04  9.24e-04  1.59e+01  4.94e+01  6.44e-03  3.92e+01  3.18e-01  1.80e-01  3.24e-01  1.78e-01 -15.8  -4.3  1.98e+03  1.16e-06
0601  6.89e-07  2.80e-08  8.29e-04  8.35e-04  8.90e-04  5.22e-04  9.25e-04  1.59e+01  4.94e+01  6.44e-03  3.92e+01  3.18e-01  1.80e-01  3.24e-01  1.78e-01 -15.8  -4.6  1.98e+03  1.16e-06
0602  6.97e-07  2.84e-08  8.29e-04  8.34e-04  8.90e-04  5.22e-04  9.25e-04  1.59e+01  4.94e+01  6.44e-03  3.92e+01  3.18e-01  1.81e-01  3.24e-01  1.78e-01 -15.8  -4.6  1.98e+03  1.16e-06
0603  7.00e-07  2.85e-08  8.29e-04  8.35e-04  8.91e-04  5.22e-04  9.25e-04  1.59e+01  4.94e+01  6.44e-03  3.92e+01  3.18e-01  1.81e-01  3.23e-01  1.78e-01 -15.7  -5.1  1.98e+03  1.17e-06
0604  7.01e-07  2.86e-08  8.30e-04  8.34e-04  8.91e-04  5.22e-04  9.26e-04  1.59e+01  4.94e+01  6.45e-03  3.92e+01  3.18e-01  1.82e-01  3.23e-01  1.77e-01 -15.7  -5.2  1.98e+03  1.17e-06
0605  6.92e-07  2.82e-08  8.30e-04  8.34e-04  8.90e-04  5.21e-04  9.27e-04  1.58e+01  4.94e+01  6.46e-03  3.92e+01  3.18e-01  1.82e-01  3.23e-01  1.77e-01 -15.7  -5.4  1.98e+03  1.16e-06
0606  6.94e-07  2.82e-08  8.30e-04  8.36e-04  8.91e-04  5.21e-04  9.27e-04  1.46e+01  4.94e+01  6.46e-03  3.92e+01  3.18e-01  1.82e-01  3.22e-01  1.78e-01 -15.5  -5.2  1.98e+03  1.16e-06
0607  6.98e-07  2.84e-08  8.30e-04  8.34e-04  8.90e-04  5.21e-04  9.26e-04  1.31e+01  4.94e+01  6.45e-03  3.92e+01  3.16e-01  1.82e-01  3.24e-01  1.78e-01 -15.6  -4.3  1.98e+03  1.16e-06
0608  6.92e-07  2.82e-08  8.31e-04  8.31e-04  8.90e-04  5.22e-04  9.27e-04  1.17e+01  4.94e+01  6.45e-03  3.92e+01  3.17e-01  1.82e-01  3.24e-01  1.77e-01 -15.8  -4.8  1.98e+03  1.16e-06
0609  6.94e-07  2.82e-08  8.31e-04  8.34e-04  8.90e-04  5.22e-04  9.27e-04  1.01e+01  4.94e+01  6.45e-03  3.92e+01  3.17e-01  1.82e-01  3.23e-01  1.78e-01 -15.5  -4.7  1.98e+03  1.16e-06
0610  6.94e-07  2.82e-08  8.31e-04  8.36e-04  8.90e-04  5.22e-04  9.27e-04  8.66e+00  4.94e+01  6.46e-03  3.91e+01  3.16e-01  1.82e-01  3.23e-01  1.79e-01 -15.5  -4.3  1.98e+03  1.16e-06
0611  6.99e-07  2.84e-08  8.32e-04  8.37e-04  8.90e-04  5.22e-04  9.28e-04  7.32e+00  4.94e+01  6.46e-03  3.91e+01  3.18e-01  1.81e-01  3.23e-01  1.77e-01 -15.7  -5.1  1.98e+03  1.16e-06
0612  7.31e-07  2.98e-08  8.31e-04  8.40e-04  8.89e-04  5.22e-04  9.28e-04  6.09e+00  4.94e+01  6.46e-03  3.91e+01  3.17e-01  1.81e-01  3.25e-01  1.77e-01 -15.8  -4.6  1.98e+03  1.19e-06
0613  7.10e-07  2.89e-08  8.32e-04  8.46e-04  8.89e-04  5.22e-04  9.29e-04  4.95e+00  4.94e+01  6.45e-03  3.92e+01  3.16e-01  1.80e-01  3.27e-01  1.76e-01 -16.0  -3.5  1.98e+03  1.17e-06
0614  7.25e-07  2.95e-08  8.33e-04  8.42e-04  8.89e-04  5.23e-04  9.30e-04  3.92e+00  4.94e+01  6.45e-03  3.92e+01  3.19e-01  1.81e-01  3.23e-01  1.77e-01 -15.8  -5.3  1.98e+03  1.19e-06
0615  7.20e-07  2.93e-08  8.33e-04  8.43e-04  8.90e-04  5.23e-04  9.31e-04  2.98e+00  4.94e+01  6.45e-03  3.92e+01  3.17e-01  1.82e-01  3.23e-01  1.78e-01 -15.6  -5.0  1.98e+03  1.18e-06
