time,6-12 keV,12-25 keV,25-50 keV,50-100 keV,100-300 keV,300-800 keV
09/11/13 05:51,32.8026,171.357,190.696,152.018,174.784,61.4436
09/11/13 05:51,36.4745,181.883,189.472,142.716,168.909,61.1989
09/11/13 05:51,39.6559,190.691,180.655,148.587,171.108,59.4838
09/11/13 05:51,35.7393,178.207,189.223,143.692,164.499,56.5465
09/11/13 05:51,37.6988,172.827,175.03,147.368,177.723,62.4234
09/11/13 05:52,34.0257,182.368,188.733,147.853,180.41,56.7912
09/11/13 05:52,34.2676,179.66,191.164,149.309,170.849,52.1358
09/11/13 05:52,35.983,189.217,187.503,147.604,161.312,51.8939
09/11/13 05:52,45.777,189.962,200.733,135.862,161.321,57.0377
09/11/13 05:52,40.1437,172.569,189.948,146.622,171.835,52.8722
09/11/13 05:52,37.2035,169.619,191.647,144.653,149.793,50.9101
09/11/13 05:52,38.9166,175.981,185.527,138.289,159.093,54.0916
09/11/13 05:52,41.1216,188.963,187.005,143.191,154.206,53.8497
09/11/13 05:52,29.8602,180.63,194.336,145.63,149.79,59.9651
09/11/13 05:52,43.0792,191.409,182.842,137.07,159.099,58.9891
09/11/13 05:52,30.5939,175.486,198.248,136.816,157.864,52.6215
09/11/13 05:52,35.9814,193.125,186.516,145.149,159.101,63.6405
09/11/13 05:52,39.1639,194.841,199.247,142.459,162.775,51.1579
09/11/13 05:52,36.225,188.713,190.916,140.984,153.712,54.0928
09/11/13 05:53,40.6298,191.645,202.659,147.099,140.98,52.8677
09/11/13 05:53,37.2057,189.7,180.399,152.739,160.082,60.9488
09/11/13 05:53,31.5752,191.654,188.472,147.106,152.491,48.2195
09/11/13 05:53,33.5344,187.499,198.024,147.356,155.678,54.5852
09/11/13 05:53,36.2233,191.886,184.054,142.201,148.809,56.5377
09/11/13 05:53,38.4287,206.095,197.039,143.19,145.882,53.6043
09/11/13 05:53,37.6935,199.237,190.426,153.222,151.019,47.9736
09/11/13 05:53,33.5334,184.067,194.102,151.267,169.38,58.4999
09/11/13 05:53,36.962,194.357,203.169,149.806,150.296,55.0759
09/11/13 05:53,41.8544,197.279,205.601,136.333,148.326,45.7707
09/11/13 05:53,36.4702,187.981,194.834,149.063,153.713,52.1353
09/11/13 05:53,36.221,200.929,191.384,129.466,144.394,50.9052
09/11/13 05:53,30.8429,209.536,199.989,142.465,152.501,56.5453
09/11/13 05:53,41.1213,207.809,193.613,138.54,154.694,53.115
09/11/13 05:53,35.9825,184.563,197.047,156.169,154.211,56.7887
09/11/13 05:54,41.8554,189.451,200.71,140.497,149.554,46.7508
09/11/13 05:54,38.4286,200.465,194.101,148.819,140.252,54.3385
09/11/13 05:54,34.756,208.536,190.179,143.919,153.71,53.3578
09/11/13 05:54,43.3275,210.518,198.523,144.425,151.034,51.6503
09/11/13 05:54,37.9395,198.754,216.867,138.296,142.702,51.6467
09/11/13 05:54,42.3448,200.954,197.283,133.398,147.105,52.1355
09/11/13 05:54,37.6933,204.621,193.606,147.836,147.102,47.4837
09/11/13 05:54,40.8757,206.581,188.713,142.208,148.572,55.8063
09/11/13 05:54,37.2043,208.295,193.854,150.286,137.803,52.6245
09/11/13 05:54,36.471,196.062,192.88,138.786,161.305,59.4795
09/11/13 05:54,38.1817,198.496,210.734,134.37,148.566,48.7062
09/11/13 05:54,45.7704,196.299,213.677,136.332,144.899,50.6656
09/11/13 05:54,38.6739,209.28,199.734,137.806,150.535,54.8289
09/11/13 05:54,41.6125,209.531,204.391,137.321,148.336,47.4872
09/11/13 05:54,38.4285,208.297,196.059,138.783,151.022,50.4221
09/11/13 05:55,39.4047,202.163,205.835,140.731,146.36,49.4394
09/11/13 05:55,42.8414,220.082,204.415,155.698,154.719,46.2687
09/11/13 05:55,36.9627,211.985,200.235,145.158,153.481,50.9155
09/11/13 05:55,42.8316,206.081,194.333,125.068,142.69,52.8664
09/11/13 05:55,31.0842,203.883,200.457,128.743,153.463,49.9306
09/11/13 05:55,34.5173,224.485,220.079,139.783,147.127,59.4873
09/11/13 05:55,41.1187,202.167,205.104,139.265,148.566,48.9508
09/11/13 05:55,39.8969,210.009,210.744,138.293,146.86,49.4428
09/11/13 05:55,37.9404,229.356,199.983,158.615,139.278,51.6479
09/11/13 05:55,44.795,221.037,201.7,155.191,149.317,50.6697
09/11/13 05:55,37.6941,213.926,202.177,134.866,148.084,52.1353
09/11/13 05:55,40.3858,210.006,210.251,136.333,141.473,47.9734
09/11/13 05:55,41.1227,221.035,210.754,147.356,139.279,50.4243
09/11/13 05:55,41.3655,209.52,203.401,135.356,143.433,52.6247
09/11/13 05:56,38.9168,217.591,202.661,145.877,121.89,50.6653
09/11/13 05:56,32.3104,222.746,220.054,143.928,141.97,50.6686
09/11/13 05:56,36.7146,227.386,206.336,135.599,142.698,46.2604
09/11/13 05:56,42.101,219.072,205.854,136.094,149.312,47.9756
09/11/13 05:56,42.101,224.212,213.932,145.885,142.213,43.3249
09/11/13 05:56,38.6723,217.593,205.599,146.367,140.738,49.6865
09/11/13 05:56,39.6511,226.403,207.311,145.632,143.429,46.0148
09/11/13 05:56,35.0019,220.537,202.669,147.596,144.169,47.7299
09/11/13 05:56,44.5448,223.458,198.983,142.69,134.613,45.0343
09/11/13 05:56,39.6543,227.89,209.531,143.441,145.889,50.9142
09/11/13 05:56,44.305,221.77,204.146,152.742,140.258,47.7319
09/11/13 05:56,41.1224,218.585,208.06,142.215,144.418,47.7313
09/11/13 05:56,40.1399,217.588,208.776,133.881,135.839,42.0979
09/11/13 05:56,39.895,229.335,198.006,142.202,134.37,47.4824
09/11/13 05:56,42.589,224.204,201.196,147.103,146.614,46.2605
09/11/13 05:57,41.3662,228.126,206.097,145.394,146.373,50.6675
09/11/13 05:57,40.1415,238.891,204.624,134.376,140.251,48.2188
09/11/13 05:57,38.4305,230.093,211.49,157.638,142.952,46.753
09/11/13 05:57,41.6096,227.874,198.502,135.843,150.284,51.1553
09/11/13 05:57,40.8771,227.639,210.26,136.339,150.535,50.4232
09/11/13 05:57,43.0839,237.206,217.378,145.163,141.981,47.4902
09/11/13 05:57,36.9587,232.766,217.346,140.002,131.191,44.0567
09/11/13 05:57,44.3041,223.724,205.366,145.151,141.969,48.7101
09/11/13 05:57,49.442,213.922,214.657,137.312,142.207,44.5468
09/11/13 05:57,41.8538,237.172,205.353,142.695,145.632,40.63
09/11/13 05:57,41.6091,224.444,215.143,142.939,139.023,42.8329
09/11/13 05:57,45.0351,233.008,218.812,135.35,142.203,49.4408
09/11/13 05:57,43.5703,237.434,218.341,147.845,135.851,46.2628
09/11/13 05:57,41.3658,232.04,215.886,143.189,127.28,47.9746
09/11/13 05:57,46.022,251.163,223.5,140.514,139.535,45.7772
09/11/13 05:58,36.9595,232.282,217.596,140.74,139.271,49.932
09/11/13 05:58,39.6552,236.952,211.25,141.486,138.548,45.5301
09/11/13 05:58,46.5108,242.591,205.382,143.449,145.408,54.0994
09/11/13 05:58,42.5912,232.783,211.487,149.804,138.299,48.2211
09/11/13 05:58,46.5103,234.755,218.109,137.817,150.547,44.0624
09/11/13 05:58,43.5744,239.904,223.257,158.385,145.901,53.1215
09/11/13 05:58,43.8127,226.406,216.126,145.879,134.62,41.6098
09/11/13 05:58,43.571,244.536,216.386,141.973,142.952,48.9561
09/11/13 05:58,45.2828,237.674,218.092,146.618,145.884,42.8351
09/11/13 05:58,49.688,221.026,210.256,139.763,146.616,50.4223
09/11/13 05:58,50.6733,251.898,219.34,143.452,145.9,51.1629
09/11/13 05:58,44.3094,249.944,218.609,161.815,145.903,49.2054
09/11/13 05:58,46.999,252.13,214.923,143.2,137.325,47.2438
09/11/13 05:58,39.9027,251.901,212.978,150.798,160.1,43.0851
09/11/13 05:59,46.9997,246.993,214.191,146.14,133.655,46.5101
09/11/13 05:59,40.8771,250.158,218.338,134.87,142.947,45.0382
09/11/13 05:59,43.0851,253.37,229.624,148.595,152.756,47.2467
09/11/13 05:59,46.2667,243.818,227.906,152.753,134.883,50.673
09/11/13 05:59,48.4704,253.368,212.731,142.963,134.885,51.1632
09/11/13 05:59,46.9953,244.767,210.745,139.273,142.699,40.8762
09/11/13 05:59,40.6318,250.644,216.866,140.008,137.561,43.0795
09/11/13 05:59,47.9774,238.908,225.934,141.729,140.75,43.3265
09/11/13 05:59,44.0608,239.152,234.991,134.141,139.526,51.1595
09/11/13 05:59,51.6527,265.852,225.461,147.859,144.677,48.9599
09/11/13 05:59,52.8779,260.718,231.341,146.883,125.095,49.2058
09/11/13 05:59,51.4089,260.961,226.199,140.518,142.476,53.6121
09/11/13 05:59,44.3067,252.622,214.435,138.795,156.909,50.6712
09/11/13 05:59,46.0199,249.438,228.631,146.627,138.06,48.223
09/11/13 05:59,48.9595,247.735,227.907,141.003,146.144,45.0428
09/11/13 06:00,58.5116,249.715,242.615,152.277,131.712,49.4533
09/11/13 06:00,41.8613,267.814,229.136,141.251,146.882,48.7158
09/11/13 06:00,43.3297,256.551,228.399,144.922,149.818,48.7154
09/11/13 06:00,47.4942,273.949,226.21,148.603,140.524,47.739
09/11/13 06:00,49.4479,262.661,212.724,150.547,126.312,46.7552
09/11/13 06:00,43.8197,262.918,228.401,151.533,136.845,46.2678
09/11/13 06:00,48.47,250.673,234.516,147.613,139.045,51.6523
09/11/13 06:00,49.4488,254.833,213.462,144.43,144.674,49.9384
09/11/13 06:00,47.4937,266.846,231.103,146.643,144.929,52.3899
09/11/13 06:00,47.7347,261.929,227.168,146.876,138.553,42.1045
09/11/13 06:00,41.3688,246.01,221.531,146.382,143.444,45.5301
09/11/13 06:00,49.2044,265.361,209.792,146.144,140.269,51.1627
09/11/13 06:00,45.0447,268.065,228.651,149.088,145.416,46.2687
09/11/13 06:00,56.3091,260.98,232.336,146.648,146.893,44.3128
09/11/13 06:00,48.7177,270.518,230.614,141.747,153.498,47.9833
09/11/13 06:01,50.4331,275.179,235.273,147.382,138.569,49.209
09/11/13 06:01,49.6944,247.737,242.352,138.802,147.614,42.1056
09/11/13 06:01,46.5135,267.575,234.526,135.868,133.91,48.9615
09/11/13 06:01,43.3316,265.131,235.019,151.293,145.663,42.3523
09/11/13 06:01,48.2291,263.424,239.187,160.356,138.322,41.619
09/11/13 06:01,45.0489,292.573,238.71,146.654,135.391,48.4765
09/11/13 06:01,45.5379,266.862,233.075,146.407,145.917,45.293
09/11/13 06:01,45.5324,282.742,227.417,136.108,131.212,43.0845
09/11/13 06:01,51.1661,281.046,217.15,141.992,142.971,45.2905
09/11/13 06:01,47.9785,257.273,230.346,138.55,137.571,45.2858
09/11/13 06:01,51.4172,271.287,240.437,156.455,142.744,48.2342
09/11/13 06:01,50.6758,260.234,224.247,149.824,148.6,47.2485
09/11/13 06:01,47.2486,265.376,231.102,142.725,137.584,50.676
09/11/13 06:01,47.9817,271.978,224.241,141.987,138.804,50.4298
09/11/13 06:02,53.3738,272.99,241.896,154.49,147.88,48.4771
09/11/13 06:02,47.0022,267.325,227.667,151.533,146.147,47.7366
09/11/13 06:02,52.8853,274.465,230.883,146.169,143.721,46.7643
09/11/13 06:02,52.6398,282.541,226.229,148.86,156.94,53.6192
09/11/13 06:02,51.4161,276.423,244.349,148.127,148.617,47.7435
09/11/13 06:02,49.2076,281.291,232.084,133.424,143.951,49.4524
09/11/13 06:02,48.231,291.59,231.852,147.386,140.776,48.9655
09/11/13 06:02,50.6772,274.685,235.27,147.38,130.488,47.005
09/11/13 06:02,52.8847,285.48,238.961,148.371,142.005,45.5396
09/11/13 06:02,50.68,269.559,237.975,150.816,140.288,52.3938
09/11/13 06:02,55.089,279.117,232.108,152.046,147.394,46.2748
09/11/13 06:02,44.3123,277.625,226.213,156.684,146.892,45.7812
09/11/13 06:02,48.479,291.119,244.109,148.375,152.782,44.5615
09/11/13 06:02,56.0606,264.636,229.628,140.274,142.232,43.0859
09/11/13 06:02,51.9075,287.695,231.38,160.13,138.094,43.093
09/11/13 06:03,44.0734,290.395,239.465,149.849,143.728,49.9498
09/11/13 06:03,53.8682,289.909,240.938,153.28,150.096,42.36
09/11/13 06:03,52.6391,282.292,242.14,145.921,150.083,45.0493
09/11/13 06:03,53.3737,275.927,255.361,147.39,145.431,43.5804
09/11/13 06:03,49.4581,308.256,237.986,146.171,141.764,50.6823
09/11/13 06:03,52.1551,291.138,238.003,153.282,138.346,44.8093
09/11/13 06:03,57.0476,289.156,230.884,154.249,145.68,46.5195
09/11/13 06:03,51.6661,286.734,244.618,149.856,141.776,51.6661
09/11/13 06:03,47.9879,303.107,254.14,151.309,135.884,46.274
09/11/13 06:03,56.3162,289.661,246.322,141.77,155.482,49.7052
09/11/13 06:03,60.2333,297.984,249.748,144.217,138.341,43.0938
09/11/13 06:03,48.2409,298.016,243.653,152.804,151.334,53.1384
09/11/13 06:03,57.7859,297.989,241.183,148.382,146.668,48.7262
09/11/13 06:03,54.3578,301.906,233.347,155.238,150.096,46.5224
09/11/13 06:03,50.6806,295.27,238.713,146.166,138.821,49.2116
09/11/13 06:04,59.5006,285.26,241.675,151.567,143.242,48.2371
09/11/13 06:04,47.5011,294.556,240.199,142.259,142.014,47.5011
09/11/13 06:04,56.5621,307.786,243.388,155.974,152.546,53.3789
09/11/13 06:04,54.1144,298.976,233.353,155.487,142.754,46.2788
09/11/13 06:04,47.7479,285.998,243.882,145.937,156.956,43.8301
09/11/13 06:04,53.6256,308.776,251.722,136.39,144.226,49.4629
09/11/13 06:04,56.56,292.594,249.99,151.072,147.399,46.5212
09/11/13 06:04,58.5227,305.346,243.885,152.306,142.756,49.4627
09/11/13 06:04,55.8275,289.911,243.878,158.423,145.445,41.136
09/11/13 06:04,60.234,292.6,239.712,157.931,149.116,48.7259
09/11/13 06:04,59.2602,301.688,253.448,159.66,158.435,43.0983
09/11/13 06:04,54.607,298.012,250.017,154.761,152.312,42.3633
09/11/13 06:04,46.527,319.077,259.327,140.805,151.825,49.4655
09/11/13 06:04,48.4826,307.056,251.718,155.487,145.448,47.0134
09/11/13 06:05,58.7698,300.95,257.118,150.108,152.802,42.853
09/11/13 06:05,56.3216,303.647,245.121,155.007,155.007,44.3227
09/11/13 06:05,50.9302,285.013,254.406,151.077,137.61,56.0722
09/11/13 06:05,53.8699,310.731,246.332,155.978,149.856,42.6062
09/11/13 06:05,56.3198,305.351,252.95,146.921,150.594,48.9738
09/11/13 06:05,57.5427,307.547,247.311,147.407,147.162,48.4828
09/11/13 06:05,53.1365,299.23,250.99,155.737,146.676,43.0969
09/11/13 06:05,54.8579,325.964,241.473,170.207,145.472,50.6946
09/11/13 06:05,55.3421,310.503,253.447,171.169,140.559,50.4445
09/11/13 06:05,53.1339,319.293,250.244,150.832,139.568,46.278
09/11/13 06:05,56.0755,309.272,244.137,151.33,148.392,48.2396
09/11/13 06:05,55.3399,313.919,257.11,164.551,140.554,48.7285
09/11/13 06:05,50.9333,310.252,257.605,148.882,147.168,50.9333
09/11/13 06:05,58.5221,291.142,254.902,142.265,144.224,56.5632
09/11/13 06:05,53.6267,307.313,248.789,155.738,140.066,45.0562
09/11/13 06:06,59.7461,306.077,233.842,156.956,151.324,53.1349
09/11/13 06:06,50.1936,308.752,243.868,148.622,133.197,46.0313
09/11/13 06:06,56.0748,303.881,265.192,151.084,134.433,52.4018
09/11/13 06:06,60.2453,311.023,252.002,155.756,159.675,49.9596
09/11/13 06:06,55.5887,314.676,248.313,151.828,140.319,52.4052
09/11/13 06:06,54.1196,317.616,257.619,163.338,134.932,49.9565
09/11/13 06:06,59.2623,325.698,248.804,156.237,148.645,46.0384
09/11/13 06:06,53.138,317.604,236.06,157.945,147.66,49.9547
09/11/13 06:06,54.6062,318.087,263.236,153.289,144.963,44.3216
09/11/13 06:06,52.4017,316.859,245.602,143.248,142.023,46.28
09/11/13 06:06,53.8681,303.865,254.16,157.197,144.954,51.4196
09/11/13 06:06,53.387,317.138,256.649,151.59,163.345,47.9993
09/11/13 06:06,58.04,309.546,257.629,155.753,149.386,49.4687
09/11/13 06:06,58.2813,318.343,253.695,156.233,147.172,45.3027
09/11/13 06:07,59.9925,308.533,252.213,148.634,148.145,48.7286
09/11/13 06:07,54.6098,314.68,250.274,156.728,159.421,44.0797
09/11/13 06:07,60.2433,315.91,270.115,147.914,141.302,49.7129
09/11/13 06:07,60.2427,316.641,251.501,164.076,150.362,48.7329
09/11/13 06:07,56.3241,314.191,240.235,153.544,148.157,46.5286
09/11/13 06:07,58.531,323.757,264.492,158.94,146.695,44.5717
09/11/13 06:07,58.5333,327.688,254.95,142.537,157.966,52.4106
09/11/13 06:07,55.1004,321.786,252.237,158.444,146.445,51.9168
09/11/13 06:07,59.0195,323.75,252.241,152.814,158.447,45.7952
09/11/13 06:07,60.7351,320.819,255.43,160.409,148.164,52.8983
09/11/13 06:07,59.7515,329.123,265.943,151.093,136.89,44.5687
09/11/13 06:07,63.671,315.661,263.99,154.525,149.382,49.2226
09/11/13 06:07,69.3091,322.545,257.644,159.925,154.047,51.1859
09/11/13 06:07,58.0357,321.278,231.163,164.067,151.089,47.2611
09/11/13 06:07,61.2215,335.249,252.478,155.258,140.32,51.1812
09/11/13 06:08,56.5713,327.917,266.693,152.326,151.591,46.5305
09/11/13 06:08,64.9015,331.61,270.872,162.621,148.906,43.3493
09/11/13 06:08,64.6556,338.707,238.54,159.925,147.19,51.6755
09/11/13 06:08,54.6125,342.614,255.92,160.409,144.98,51.6737
09/11/13 06:08,60.2489,337.247,269.406,155.765,145.234,47.2684
09/11/13 06:08,63.1865,332.831,254.705,160.17,151.109,46.7776
09/11/13 06:08,65.1483,323.537,254.96,158.217,143.522,48.2489
09/11/13 06:08,62.2047,327.432,247.35,159.675,161.145,48.0005
09/11/13 06:08,60.9852,334.072,267.453,164.587,147.932,49.7189
09/11/13 06:08,62.4514,326.217,250.785,159.68,147.679,51.4306
09/11/13 06:08,61.2241,346.039,237.794,157.468,138.367,48.7344
09/11/13 06:08,66.8584,336.251,260.821,150.86,144.248,46.5315
09/11/13 06:08,64.4126,342.636,266.712,157.235,132.254,50.4524
09/11/13 06:08,63.4261,315.416,250.031,157.463,153.79,47.2634
09/11/13 06:08,56.3245,332.804,260.317,150.117,150.852,46.284
09/11/13 06:09,61.7175,326.466,276.015,165.805,142.538,47.7576
09/11/13 06:09,67.8444,346.08,258.152,150.874,148.425,49.7199
09/11/13 06:09,68.3356,361.517,264.525,157.49,146.468,50.7006
09/11/13 06:09,60.0079,349.026,258.156,158.96,156.265,49.231
09/11/13 06:09,67.6058,353.706,276.547,156.522,139.866,53.6437
09/11/13 06:09,68.8339,384.098,273.866,159.959,150.406,48.9921
09/11/13 06:09,65.3996,354.921,273.845,150.395,153.824,48.9885
09/11/13 06:09,71.035,381.384,247.887,167.789,142.07,45.5603
09/11/13 06:09,65.6415,363.478,275.547,149.408,151.612,48.2514
09/11/13 06:09,61.727,381.629,273.117,155.052,151.133,47.52
09/11/13 06:09,65.1528,368.628,271.388,149.9,147.206,46.7826
09/11/13 06:09,66.1386,380.665,274.843,159.958,149.424,48.5017
09/11/13 06:09,66.6272,374.533,267.979,166.323,150.646,47.031
09/11/13 06:09,69.3119,347.539,268.431,164.34,144.257,49.9634
09/11/13 06:10,67.6062,376.488,267.241,164.117,151.869,47.5203
09/11/13 06:10,63.4386,363.976,279.718,156.27,142.308,46.538
09/11/13 06:10,68.0937,363.248,287.806,164.845,149.904,43.5995
09/11/13 06:10,76.922,383.385,291.275,158.008,146.25,49.4848
09/11/13 06:10,64.1796,379.198,263.332,157.264,157.264,52.1765
09/11/13 06:10,68.831,370.12,276.059,156.523,149.175,43.3562
09/11/13 06:10,72.5085,378.71,257.944,168.533,162.409,50.462
09/11/13 06:10,58.7951,387.068,286.381,161.686,155.562,48.9959
09/11/13 06:10,68.3428,404.668,272.147,157.997,150.403,46.0518
09/11/13 06:10,80.593,380.674,269.95,164.126,138.649,53.6471
09/11/13 06:10,69.083,385.346,276.822,157.274,164.133,48.9951
09/11/13 06:10,70.065,405.691,283.935,161.688,154.094,49.4865
09/11/13 06:10,74.2215,372.577,287.088,164.365,156.037,46.0517
09/11/13 06:10,69.5643,386.033,263.071,158.479,143.783,43.3552
09/11/13 06:10,69.3248,399.291,273.87,154.572,152.123,53.8921
09/11/13 06:11,78.3966,392.473,280.758,161.938,156.548,49.2429
09/11/13 06:11,72.7602,420.882,265.808,155.32,155.075,47.7719
09/11/13 06:11,66.8733,389.482,262.839,165.591,141.83,48.0116
09/11/13 06:11,75.9515,393.723,281.021,162.438,160.478,47.286
09/11/13 06:11,75.951,405.481,275.874,158.027,156.557,49.2457
09/11/13 06:11,76.4289,385.819,280.729,158.737,146.734,45.5634
09/11/13 06:11,72.0248,410.836,284.67,149.194,151.889,46.5467
09/11/13 06:11,71.2828,405.651,259.656,152.609,151.874,45.0723
09/11/13 06:11,73.5025,405.489,275.634,173.956,151.415,55.6169
09/11/13 06:11,77.6637,415.268,271.456,166.107,150.918,43.1193
09/11/13 06:11,72.2728,430.207,282.966,154.1,160.47,50.2234
09/11/13 06:11,68.1106,423.119,275.138,168.807,149.451,49.4905
09/11/13 06:11,75.2135,408.652,284.684,159.492,157.532,49.734
09/11/13 06:11,81.3361,429.465,274.142,158.752,140.868,44.8329
09/11/13 06:11,73.2494,409.119,281.483,161.443,159.728,49.2412
09/11/13 06:12,77.6692,427.303,287.645,160.239,153.133,58.0681
09/11/13 06:12,70.0672,435.102,253.32,160.469,157.774,51.4479
09/11/13 06:12,72.5188,428.743,281.255,165.617,140.383,51.4491
09/11/13 06:12,81.101,430.742,294.757,165.142,143.826,57.8243
09/11/13 06:12,81.8322,441.502,296.213,148.719,142.594,47.7763
09/11/13 06:12,77.9235,451.858,298.952,163.688,136.979,54.1544
09/11/13 06:12,79.8849,459.216,298.221,167.366,147.517,51.2145
09/11/13 06:12,81.3476,467.259,283.247,161.96,144.074,51.4548
09/11/13 06:12,84.0525,443.297,297.982,165.409,159.773,49.7453
09/11/13 06:12,81.8461,463.876,304.84,170.553,159.771,52.6853
09/11/13 06:12,77.183,459.913,296.236,156.816,154.366,47.78
09/11/13 06:12,89.1961,464.359,289.152,158.299,152.663,52.9296
09/11/13 06:12,82.8218,461.156,286.201,167.604,146.531,50.7222
09/11/13 06:12,75.4781,462.671,312.45,170.316,149.241,51.9524
09/11/13 06:13,77.6796,483.721,284.988,167.856,149.968,49.7443
09/11/13 06:13,85.7736,472.49,297.267,176.448,149.736,50.974
09/11/13 06:13,85.7718,480.077,296.28,175.465,149.978,44.1112
09/11/13 06:13,78.9081,466.832,301.909,176.685,162.717,50.9717
09/11/13 06:13,78.1762,467.342,308.539,169.586,155.372,51.2189
09/11/13 06:13,81.6145,484.05,319.84,181.12,153.18,51.7137
09/11/13 06:13,88.9598,480.334,301.924,167.137,158.069,49.2588
09/11/13 06:13,80.3865,497.514,310.272,167.145,149.499,50.2415
09/11/13 06:13,92.6417,477.178,301.698,178.911,160.775,50.7324
09/11/13 06:13,96.3213,500.969,297.787,176.957,146.565,50.2439
09/11/13 06:13,83.8227,491.417,323.036,176.714,157.351,51.7152
09/11/13 06:13,94.3653,485.307,314.224,171.083,167.897,56.6192
09/11/13 06:13,88.4752,486.001,321.305,164.696,160.775,51.7127
09/11/13 06:13,87.7448,506.126,311.519,168.627,154.656,55.6371
09/11/13 06:13,91.9134,487.263,338.977,180.395,155.395,48.7754
09/11/13 06:14,88.9697,501.466,307.35,170.096,157.596,53.6759
09/11/13 06:14,90.9377,517.438,328.944,175.012,162.021,48.2877
09/11/13 06:14,90.2022,512.289,334.091,168.149,155.158,56.3763
09/11/13 06:14,90.9469,535.631,345.893,179.197,150.761,52.46
09/11/13 06:14,84.3279,522.637,328.487,180.668,164.734,52.4598
09/11/13 06:14,104.669,520.159,326.999,163.99,160.803,52.7023
09/11/13 06:14,96.0929,536.11,335.099,171.104,155.416,50.7429
09/11/13 06:14,99.2676,515.211,325.255,168.387,158.093,52.4525
09/11/13 06:14,99.7775,533.209,325.073,183.865,165.233,49.7662
09/11/13 06:14,83.5896,523.845,344.164,180.171,162.767,51.7226
09/11/13 06:14,91.9252,542.236,345.884,171.594,148.061,50.7427
09/11/13 06:14,96.3488,557.744,335.627,169.652,160.091,50.0131
09/11/13 06:14,88.2608,565.604,328.526,192.212,154.211,48.2982
09/11/13 06:14,91.1938,559.175,349.086,170.13,154.931,53.4415
09/11/13 06:14,95.3775,586.731,344.487,176.289,163.294,50.2632
09/11/13 06:15,93.1685,577.89,359.68,174.078,158.386,54.1849
09/11/13 06:15,101.256,559.726,345.691,170.149,154.458,56.8797
09/11/13 06:15,98.3193,576.185,365.571,178.985,157.654,51.7341
09/11/13 06:15,95.8794,592.932,369.05,185.138,178.517,52.231
09/11/13 06:15,96.8501,572.764,354.054,186.835,167.71,58.8456
09/11/13 06:15,98.0878,610.351,364.641,184.896,168.956,52.477
09/11/13 06:15,109.362,591.93,369.527,189.055,163.308,53.21
09/11/13 06:15,104.709,615.503,371.754,181.463,159.638,53.7032
09/11/13 06:15,102.998,620.195,371.774,189.811,169.947,48.0657
09/11/13 06:15,105.702,623.665,378.907,176.333,167.504,53.9545
09/11/13 06:15,116.493,603.799,397.546,195.462,162.844,53.2187
09/11/13 06:15,114.77,640.066,376.437,181.72,160.63,50.2734
09/11/13 06:15,102.032,636.23,387.281,187.631,162.859,59.8458
09/11/13 06:15,106.698,649.263,413.056,185.434,163.849,52.981
09/11/13 06:16,113.06,622.445,389.702,190.069,159.413,55.1813
09/11/13 06:16,110.865,640.907,389.499,188.372,176.354,49.3006
09/11/13 06:16,104.975,647.264,395.128,184.197,162.368,54.9401
09/11/13 06:16,107.669,616.335,394.131,197.678,162.116,53.2211
09/11/13 06:16,104.249,664.253,398.846,192.8,169.252,59.1156
09/11/13 06:16,112.34,652.456,386.568,187.397,169.246,58.1323
09/11/13 06:16,111.357,647.293,385.58,190.828,163.111,56.1691
09/11/13 06:16,117.733,634.044,384.841,191.072,165.563,49.3009
09/11/13 06:16,115.532,667.68,399.823,195.006,168.024,50.7751
09/11/13 06:16,114.315,661.606,406.972,196.004,163.378,53.2326
09/11/13 06:16,116.769,677.066,415.562,188.401,162.398,50.044
09/11/13 06:16,119.48,702.653,423.947,206.821,154.809,50.54
09/11/13 06:16,118.251,690.614,427.125,199.456,175.659,52.992
09/11/13 06:16,105.235,688.563,407.937,192.807,163.126,49.7963
09/11/13 06:16,120.462,684.746,433.272,205.841,155.055,54.2203
09/11/13 06:17,109.657,706.024,412.133,199.443,167.061,52.4979
09/11/13 06:17,109.417,712.437,417.306,188.904,159.955,52.5005
09/11/13 06:17,121.457,733.893,420.559,209.789,166.604,54.7168
09/11/13 06:17,124.886,692.886,422.504,198.003,163.898,52.997
09/11/13 06:17,122.706,751.695,447.876,218.416,160.254,58.6533
09/11/13 06:17,131.527,712.848,422.31,212.75,173.979,48.0958
09/11/13 06:17,123.912,717.955,446.084,203.903,169.797,48.8288
09/11/13 06:17,118.77,748.202,448.577,209.32,173.002,54.9679
09/11/13 06:17,126.626,736.688,443.191,194.847,173.006,54.4786
09/11/13 06:17,122.952,754.644,454.504,217.681,161.482,52.0275
09/11/13 06:17,128.596,762.253,448.369,212.773,160.5,51.0459
09/11/13 06:17,124.68,778.271,471.479,204.692,168.122,48.5959
09/11/13 06:17,128.349,743.591,470.45,214.488,165.161,53.4993
09/11/13 06:17,113.86,744.506,460.838,211.77,166.373,45.6421
09/11/13 06:17,127.137,769.45,462.897,223.595,171.316,54.7328
09/11/13 06:18,130.576,778.055,474.933,210.836,172.792,57.4337
09/11/13 06:18,121.738,763.314,472.96,209.85,166.407,52.2784
09/11/13 06:18,122.491,809.322,472.534,224.362,173.794,57.4405
09/11/13 06:18,111.425,767.209,449.625,223.094,174.991,54.7305
09/11/13 06:18,128.847,740.194,487.9,214.745,165.906,46.3848
