GEV_START,GEV_PEAK,GEV_END,GOES_CLASS,AIA_LOC,AIA_XCEN,AIA_YCEN
"2011-07-24T21:49:00","2011-07-24T21:55:00","2011-07-24T22:03:00","B4.1","N18E74",-882.150,275.305
"2011-07-24T22:41:00","2011-07-24T22:45:00","2011-07-24T22:50:00","B7.4","N19E78",-890.790,300.584
"2011-07-25T05:14:00","2011-07-25T05:22:00","2011-07-25T05:47:00","B2.7","N16E79",-907.152,256.329
"2011-07-25T10:14:00","2011-07-25T10:20:00","2011-07-25T10:28:00","B4.2","N16E79",-907.170,256.317
"2011-07-25T12:34:00","2011-07-25T12:48:00","2011-07-26T00:05:00","B4.2","N19E68",-845.293,279.983
"2011-07-25T13:35:00","2011-07-25T13:41:00","2011-07-25T13:53:00","B3.4","N23W14",224.158,307.592
"2011-07-25T16:24:00","2011-07-25T16:28:00","2011-07-25T16:30:00","B7.2","N15E79",-911.586,240.471
"2011-07-25T17:58:00","2011-07-25T18:02:00","2011-07-25T18:07:00","B6.1","N14E79",-915.708,224.563
"2011-07-26T02:50:00","2011-07-26T02:55:00","2011-07-26T03:02:00","B7.6","N16E56",-767.532,231.346
"2011-07-26T03:17:00","2011-07-26T03:39:00","2011-07-26T03:48:00","C1.2","N17E56",-763.314,247.260
"2011-07-26T07:38:00","2011-07-26T07:45:00","2011-07-26T07:52:00","B6.5","N16E54",-750.438,228.785
"2011-07-26T09:48:00","2011-07-26T09:55:00","2011-07-26T10:01:00","B5.8","N16E51",-723.060,225.190
"2011-07-26T11:12:00","2011-07-26T11:15:00","2011-07-26T11:22:00","B9.4","N17E79",-901.962,270.572
"2011-07-26T14:19:00","2011-07-26T14:33:00","2011-07-26T15:02:00","B7.1","N17E49",-699.834,238.738
"2011-07-26T15:53:00","2011-07-26T15:56:00","2011-07-26T16:00:00","B6.9","N17E51",-719.100,240.956
"2011-07-26T21:53:00","2011-07-26T22:41:00","2011-07-26T22:53:00","C3.8","N17E46",-669.348,235.176
"2011-07-26T23:53:00","2011-07-26T23:59:00","2011-07-27T00:03:00","B8.9","N17E44",-637.002,231.948
"2011-07-27T01:38:00","2011-07-27T02:01:00","2011-07-27T02:35:00","C3.0","N16E45",-651.571,216.899
"2011-07-27T05:48:00","2011-07-27T06:12:00","2011-07-27T06:26:00","C1.1","N16E45",-651.582,216.742
"2011-07-27T06:33:00","2011-07-27T06:39:00","2011-07-27T06:46:00","C3.0","N17E40",-591.152,227.719
"2011-07-27T08:32:00","2011-07-27T08:47:00","2011-07-27T09:20:00","B8.3","N17E70",-869.130,251.812
"2011-07-27T09:56:00","2011-07-27T10:02:00","2011-07-27T10:12:00","C3.0","N17E38",-567.122,225.704
"2011-07-27T11:18:00","2011-07-27T11:31:00","2011-07-27T11:33:00","C3.6","N17E38",-567.125,225.647
"2011-07-27T12:47:00","2011-07-27T12:53:00","2011-07-27T13:00:00","C2.0","N17E38",-567.128,225.586
"2011-07-27T13:09:00","2011-07-27T13:13:00","2011-07-27T13:25:00","C2.0","N17E36",-542.393,223.768
"2011-07-27T15:48:00","2011-07-27T16:00:00","2011-07-27T16:07:00","M1.1","N18E37",-551.615,240.549
"2011-07-27T20:10:00","2011-07-27T20:26:00","2011-07-27T20:37:00","C1.0","N17E33",-504.061,220.907
"2011-07-27T20:41:00","2011-07-27T21:00:00","2011-07-27T21:03:00","C1.4","N18E33",-501.120,236.909
"2011-07-27T21:48:00","2011-07-27T21:54:00","2011-07-27T22:00:00","C2.5","N18E32",-488.100,236.053
"2011-07-27T22:11:00","2011-07-27T22:17:00","2011-07-27T22:21:00","C1.6","N18E33",-501.123,236.844
"2011-07-27T23:10:00","2011-07-27T23:52:00","2011-07-28T00:03:00","C2.2","N17E32",-490.969,219.962
"2011-07-28T00:16:00","2011-07-28T00:26:00","2011-07-28T00:26:00","C2.5","N17E32",-490.971,219.913
"2011-07-28T01:19:00","2011-07-28T01:30:00","2011-07-28T01:31:00","C1.8","N18E30",-461.616,234.344
"2011-07-28T02:19:00","2011-07-28T02:25:00","2011-07-28T02:29:00","C5.2","N17E30",-464.329,218.257
"2011-07-28T04:39:00","2011-07-28T04:44:00","2011-07-28T04:44:00","C2.2","N18E28",-434.562,232.724
"2011-07-28T05:03:00","2011-07-28T05:08:00","2011-07-28T05:11:00","C1.6","N16E28",-439.532,200.534
"2011-07-28T06:25:00","2011-07-28T06:29:00","2011-07-28T06:33:00","B8.5","N18E28",-434.565,232.643
"2011-07-28T06:56:00","2011-07-28T07:00:00","2011-07-28T07:05:00","C1.9","N17E28",-437.118,216.566
"2011-07-28T07:28:00","2011-07-28T07:31:00","2011-07-28T07:40:00","C1.7","N18E25",-392.983,230.556
"2011-07-28T09:11:00","2011-07-28T09:14:00","2011-07-28T09:16:00","B9.1","N17E26",-409.364,215.070
"2011-07-28T10:55:00","2011-07-28T10:59:00","2011-07-28T10:59:00","C1.5","N16E26",-411.632,198.859
"2011-07-28T12:03:00","2011-07-28T12:12:00","2011-07-28T12:12:00","C5.3","N18E24",-378.881,229.705
"2011-07-28T13:51:00","2011-07-28T13:56:00","2011-07-28T13:56:00","B8.7","N17E23",-366.799,212.930
"2011-07-28T14:42:00","2011-07-28T15:27:00","2011-07-28T16:00:00","C4.1","N17E22",-352.376,212.295
"2011-07-28T16:43:00","2011-07-28T16:45:00","2011-07-28T16:50:00","C2.4","N17E22",-352.380,212.198
"2011-07-28T17:59:00","2011-07-28T18:15:00","2011-07-28T18:22:00","C1.6","N12E49",-717.162,156.423
"2011-07-28T20:29:00","2011-07-28T20:37:00","2011-07-28T20:40:00","C3.5","N17E21",-337.853,211.445
"2011-07-28T21:40:00","2011-07-28T22:28:00","2011-07-28T22:52:00","C1.7","N17E18",-293.651,209.817
"2011-07-29T00:32:00","2011-07-29T00:39:00","2011-07-29T00:46:00","C2.3","N12E46",-685.926,152.696
"2011-07-29T00:57:00","2011-07-29T01:00:00","2011-07-29T01:06:00","C4.1","N15E69",-873.564,217.934
"2011-07-29T02:20:00","2011-07-29T02:24:00","2011-07-29T02:26:00","C1.0","N13E44",-650.046,165.548
"2011-07-29T03:45:00","2011-07-29T03:48:00","2011-07-29T03:52:00","C1.2","N13E43",-638.640,164.421
"2011-07-29T04:31:00","2011-07-29T04:35:00","2011-07-29T04:37:00","C1.1","N13E43",-638.646,164.392
"2011-07-29T05:20:00","2011-07-29T05:23:00","2011-07-29T05:25:00","B8.9","N13E43",-638.646,164.361
"2011-07-29T05:29:00","2011-07-29T05:33:00","2011-07-29T05:36:00","C1.1","N18E11",-186.467,222.742
"2011-07-29T06:17:00","2011-07-29T06:20:00","2011-07-29T06:24:00","C1.1","N18E12",-201.746,223.025
"2011-07-29T07:10:00","2011-07-29T07:13:00","2011-07-29T07:16:00","B8.0","N13E42",-627.048,163.233
"2011-07-29T08:03:00","2011-07-29T08:07:00","2011-07-29T08:10:00","C1.4","N12E42",-629.682,146.921
"2011-07-29T08:34:00","2011-07-29T08:37:00","2011-07-29T08:39:00","C1.1","N13E42",-627.048,163.180
"2011-07-29T12:13:00","2011-07-29T12:17:00","2011-07-29T12:26:00","C3.9","N13E40",-603.270,160.976
"2011-07-29T13:45:00","2011-07-29T13:51:00","2011-07-29T13:54:00","C1.3","N16E62",-820.164,238.295
"2011-07-29T16:34:00","2011-07-29T16:40:00","2011-07-29T16:46:00","C6.3","N13E38",-578.755,158.817
"2011-07-29T17:56:00","2011-07-29T18:02:00","2011-07-29T18:10:00","C3.2","N13E37",-566.224,157.798
"2011-07-29T21:59:00","2011-07-29T22:02:00","2011-07-29T22:04:00","B7.0","N13E36",-553.526,156.688
"2011-07-29T22:35:00","2011-07-29T22:38:00","2011-07-29T22:40:00","B6.9","N13E34",-527.603,154.838
"2011-07-30T00:50:00","2011-07-30T00:53:00","2011-07-30T00:56:00","B5.3","N14E35",-538.215,171.912
"2011-07-30T02:04:00","2011-07-30T02:09:00","2011-07-30T02:12:00","M9.3","N13E34",-527.612,154.690
"2011-07-30T12:11:00","2011-07-30T12:17:00","2011-07-30T12:27:00","C1.3","N17W32",491.104,217.315
"2011-07-30T15:33:00","2011-07-30T15:38:00","2011-07-30T15:45:00","B5.6","N16E28",-439.651,197.884
"2011-07-30T18:10:00","2011-07-30T18:14:00","2011-07-30T18:16:00","B5.3","N14E51",-730.674,189.713
"2011-07-30T18:52:00","2011-07-30T19:01:00","2011-07-30T19:15:00","B4.9","N15E26",-413.878,180.083
"2011-07-30T19:37:00","2011-07-30T19:41:00","2011-07-30T19:43:00","B4.6","N18E50",-705.750,252.517
"2011-07-31T01:43:00","2011-07-31T01:47:00","2011-07-31T01:49:00","C1.0","N16E44",-651.853,213.415
"2011-07-31T02:12:00","2011-07-31T02:13:00","2011-07-31T02:14:00","B7.5","N16E44",-651.852,213.398
"2011-07-31T02:46:00","2011-07-31T02:54:00","2011-07-31T03:02:00","C3.8","N13E19",-314.818,142.753
"2011-07-31T06:21:00","2011-07-31T07:02:00","2011-07-31T07:29:00","B8.7","N16E19",-310.273,191.436
"2011-07-31T14:02:00","2011-07-31T14:06:00","2011-07-31T14:11:00","B5.4","N16E40",-594.702,207.623
"2011-07-31T17:57:00","2011-07-31T18:01:00","2011-07-31T18:03:00","C1.1","N14E41",-612.648,176.195
"2011-07-31T18:43:00","2011-07-31T18:50:00","2011-07-31T18:52:00","C1.4","N14E40",-600.710,175.119
"2011-07-31T19:01:00","2011-07-31T19:09:00","2011-07-31T19:17:00","C1.7","N17W48",690.264,233.473
"2011-07-31T20:41:00","2011-07-31T20:47:00","2011-07-31T20:50:00","C1.9","N12E06",-112.685,120.669
"2011-07-31T21:48:00","2011-07-31T21:54:00","2011-07-31T22:04:00","C1.8","N13E03",-64.2312,136.561
"2011-07-31T22:46:00","2011-07-31T22:54:00","2011-07-31T22:57:00","C1.5","N14E37",-563.816,171.941
"2011-07-31T23:36:00","2011-07-31T23:40:00","2011-07-31T23:44:00","C1.0","N14E36",-551.164,170.942
"2011-08-01T00:03:00","2011-08-01T00:07:00","2011-08-01T00:25:00","C1.0","N14E36",-551.165,170.925
"2011-08-01T00:39:00","2011-08-01T00:47:00","2011-08-01T01:11:00","C2.1","N14E00",-15.9979,152.578
"2011-08-01T01:42:00","2011-08-01T01:45:00","2011-08-01T01:49:00","B9.0","N12E05",-96.6546,120.238
"2011-08-01T07:19:00","2011-08-01T07:32:00","2011-08-01T07:44:00","C4.0","N13E02",-48.1932,135.991
"2011-08-01T08:10:00","2011-08-01T08:14:00","2011-08-01T08:17:00","C1.4","N14E31",-485.447,166.090
"2011-08-01T12:33:00","2011-08-01T12:40:00","2011-08-01T12:45:00","C2.0","N17W00",15.7519,200.804
"2011-08-01T15:56:00","2011-08-01T16:00:00","2011-08-01T16:00:00","B9.4","N14W05",95.8224,152.317
"2011-08-01T16:51:00","2011-08-01T16:56:00","2011-08-01T16:57:00","C1.2","N12W05",96.6624,119.492
"2011-08-01T21:49:00","2011-08-01T22:00:00","2011-08-01T22:01:00","C1.8","N15W08",142.711,168.982
"2011-08-01T22:10:00","2011-08-01T22:13:00","2011-08-01T22:16:00","C3.2","N13W09",159.905,136.545
"2011-08-02T00:50:00","2011-08-02T01:00:00","2011-08-02T01:02:00","B9.9","N12W10",176.448,120.305
"2011-08-02T03:10:00","2011-08-02T03:14:00","2011-08-02T03:16:00","C1.2","N13E21",-344.881,141.659
"2011-08-02T03:57:00","2011-08-02T04:00:00","2011-08-02T04:00:00","C1.2","N13W13",222.769,137.617
"2011-08-02T05:19:00","2011-08-02T06:19:00","2011-08-02T06:48:00","M1.4","N16W11",188.691,185.768
"2011-08-02T09:24:00","2011-08-02T09:27:00","2011-08-02T09:29:00","C2.0","N11W13",224.582,104.518
"2011-08-02T11:36:00","2011-08-02T11:39:00","2011-08-02T11:42:00","C2.0","N14E17",-283.255,155.406
"2011-08-02T14:08:00","2011-08-02T14:13:00","2011-08-02T14:20:00","B7.0","N14W11",190.604,152.773
"2011-08-02T14:37:00","2011-08-02T14:41:00","2011-08-02T14:43:00","B6.0","N18E14",-232.235,218.801
"2011-08-02T17:15:00","2011-08-02T17:23:00","2011-08-02T17:32:00","C1.1","N15W17",281.892,171.455
"2011-08-02T19:31:00","2011-08-02T19:34:00","2011-08-02T19:39:00","B8.5","N15E10",-174.086,168.520
"2011-08-02T23:38:00","2011-08-02T23:42:00","2011-08-02T23:42:00","B8.6","N13W23",374.480,142.028
"2011-08-03T02:35:00","2011-08-03T02:38:00","2011-08-03T02:40:00","C1.2","N15W24",385.466,175.197
"2011-08-03T03:08:00","2011-08-03T03:37:00","2011-08-03T03:51:00","M1.1","N14W27",430.240,161.074
"2011-08-03T04:29:00","2011-08-03T04:32:00","2011-08-03T04:35:00","M1.7","N15E09",-158.439,167.809
"2011-08-03T06:42:00","2011-08-03T06:46:00","2011-08-03T06:49:00","C1.1","N18W23",364.909,222.872
"2011-08-03T07:38:00","2011-08-03T07:45:00","2011-08-03T07:46:00","C3.0","N14W27",430.250,160.887
"2011-08-03T10:01:00","2011-08-03T10:04:00","2011-08-03T10:06:00","C1.0","N14E04",-79.9158,150.158
"2011-08-03T13:17:00","2011-08-03T13:45:00","2011-08-03T14:30:00","M6.0","N16W29",453.635,194.719
"2011-08-03T18:52:00","2011-08-03T19:00:00","2011-08-03T19:06:00","C2.3","N14W00",0.00000,149.388
"2011-08-03T19:23:00","2011-08-03T19:30:00","2011-08-03T19:30:00","C8.5","N13W35",540.980,151.082
"2011-08-04T00:47:00","2011-08-04T00:50:00","2011-08-04T00:50:00","C1.6","N13W36",553.885,151.865
"2011-08-04T02:14:00","2011-08-04T02:15:00","2011-08-04T02:28:00","C3.2","N14W38",576.536,170.126
"2011-08-04T03:41:00","2011-08-04T03:45:00","2011-08-04T03:57:00","M9.3","N15W37",561.327,185.273
"2011-08-04T07:56:00","2011-08-04T08:00:00","2011-08-04T08:06:00","C3.5","N15W07",127.007,166.044
"2011-08-04T09:15:00","2011-08-04T09:20:00","2011-08-04T09:23:00","C2.5","N18W38",564.356,234.401
"2011-08-04T10:06:00","2011-08-04T10:12:00","2011-08-04T10:19:00","C1.6","N13W40",603.726,155.711
"2011-08-04T11:43:00","2011-08-04T11:45:00","2011-08-04T11:49:00","C1.2","N14W43",636.270,175.275
"2011-08-04T13:04:00","2011-08-04T13:07:00","2011-08-04T13:12:00","C2.1","N15W08",142.762,166.057
"2011-08-04T14:09:00","2011-08-04T14:17:00","2011-08-04T14:26:00","C1.0","N13W43",639.162,158.950
"2011-08-04T14:32:00","2011-08-04T14:38:00","2011-08-04T14:44:00","C1.8","N15W09",158.471,166.264
"2011-08-04T18:25:00","2011-08-04T18:28:00","2011-08-04T18:31:00","B6.8","N15W11",189.738,166.724
"2011-08-04T21:07:00","2011-08-04T21:15:00","2011-08-04T21:15:00","C3.2","N13W47",694.248,164.783
"2011-08-04T22:03:00","2011-08-04T22:08:00","2011-08-04T22:13:00","C1.2","N15W14",236.188,167.725
"2011-08-04T22:47:00","2011-08-04T22:50:00","2011-08-04T22:52:00","B9.6","N14W50",721.490,184.800
"2011-08-04T22:54:00","2011-08-04T23:00:00","2011-08-04T23:05:00","C1.7","N14W49",711.588,183.495
"2011-08-04T23:21:00","2011-08-04T23:28:00","2011-08-04T23:32:00","C3.6","N13W48",704.640,165.989
"2011-08-05T03:32:00","2011-08-05T03:41:00","2011-08-05T03:41:00","C1.0","N15W75",899.940,226.806
"2011-08-05T05:56:00","2011-08-05T05:59:00","2011-08-05T06:07:00","C1.3","N17W48",690.678,230.284
"2011-08-05T07:57:00","2011-08-05T08:02:00","2011-08-05T08:07:00","B8.1","N17W49",700.656,231.494
"2011-08-05T09:22:00","2011-08-05T09:25:00","2011-08-05T09:28:00","B8.3","N17W49",700.662,231.455
"2011-08-05T10:23:00","2011-08-05T10:30:00","2011-08-05T10:37:00","C1.0","N14W54",758.916,189.891
"2011-08-05T12:38:00","2011-08-05T12:45:00","2011-08-05T12:45:00","C2.0","N18W23",365.026,220.671
"2011-08-05T17:40:00","2011-08-05T17:47:00","2011-08-05T17:53:00","C1.8","N17W25",395.714,205.741
"2011-08-05T19:41:00","2011-08-05T19:45:00","2011-08-05T19:49:00","C1.4","N15W61",811.374,215.832
"2011-08-05T21:04:00","2011-08-05T21:08:00","2011-08-05T21:12:00","B8.0","N16W58",784.722,227.419
"2011-08-06T08:05:00","2011-08-06T08:11:00","2011-08-06T08:11:00","B9.8","N17W27",423.797,206.694
"2011-08-06T08:37:00","2011-08-06T08:47:00","2011-08-06T08:51:00","C4.1","S16E21",-341.773,-350.296
"2011-08-06T09:29:00","2011-08-06T09:42:00","2011-08-06T09:50:00","B8.4","N17W28",437.630,207.436
"2011-08-06T11:41:00","2011-08-06T11:46:00","2011-08-06T11:53:00","C1.3","S16E18",-297.063,-352.235
"2011-08-06T12:16:00","2011-08-06T12:23:00","2011-08-06T12:30:00","C1.4","N17W31",478.303,209.869
"2011-08-06T16:26:00","2011-08-06T16:30:00","2011-08-06T16:36:00","B9.8","S16E16",-266.794,-353.500
"2011-08-06T16:55:00","2011-08-06T18:07:00","2011-08-06T18:41:00","C1.4","N25W79",856.044,392.636
"2011-08-06T19:22:00","2011-08-06T19:27:00","2011-08-06T19:32:00","C1.4","N16W33",507.497,195.289
"2011-08-06T22:23:00","2011-08-06T22:46:00","2011-08-06T23:15:00","C1.4","N16W34",520.538,196.136
"2011-08-07T00:17:00","2011-08-07T00:21:00","2011-08-07T00:27:00","B7.6","N16W35",533.416,197.049
"2011-08-07T01:00:00","2011-08-07T01:03:00","2011-08-07T01:06:00","B9.2","N17W79",903.888,271.529
"2011-08-07T02:12:00","2011-08-07T02:15:00","2011-08-07T02:22:00","C1.3","N16W37",558.670,199.013
"2011-08-07T03:04:00","2011-08-07T03:11:00","2011-08-07T03:24:00","C2.1","N16W37",558.673,198.985
"2011-08-07T03:38:00","2011-08-07T03:43:00","2011-08-07T03:48:00","C1.4","N17W42",615.318,220.530
"2011-08-07T04:04:00","2011-08-07T04:08:00","2011-08-07T04:11:00","C1.6","N16W38",571.044,200.002
"2011-08-07T06:15:00","2011-08-07T06:16:00","2011-08-07T06:23:00","B9.7","N16W39",583.244,201.005
"2011-08-07T08:24:00","2011-08-07T08:32:00","2011-08-07T08:37:00","C1.6","S16E07",-127.029,-357.551
"2011-08-07T09:23:00","2011-08-07T09:27:00","2011-08-07T09:29:00","C2.1","N17W43",637.926,222.689
"2011-08-07T12:51:00","2011-08-07T12:54:00","2011-08-07T12:56:00","B7.2","N16W45",663.390,208.947
"2011-08-07T14:02:00","2011-08-07T14:06:00","2011-08-07T14:10:00","C1.3","N17W44",648.948,223.754
"2011-08-07T21:21:00","2011-08-07T22:32:00","2011-08-07T22:56:00","B8.6","N16W48",694.776,212.524
"2011-08-08T01:19:00","2011-08-08T01:23:00","2011-08-08T01:29:00","B5.7","N17W55",756.162,237.961
"2011-08-08T03:00:00","2011-08-08T03:10:00","2011-08-08T03:14:00","C1.3","N17W56",764.576,239.349
"2011-08-08T06:02:00","2011-08-08T06:10:00","2011-08-08T06:17:00","B7.6","S16W01",31.8600,-359.377
"2011-08-08T12:14:00","2011-08-08T12:15:00","2011-08-08T12:20:00","B8.0","N16W58",785.040,226.108
"2011-08-08T12:47:00","2011-08-08T12:50:00","2011-08-08T12:52:00","B4.6","N16W57",777.066,224.626
"2011-08-08T15:32:00","2011-08-08T15:38:00","2011-08-08T15:43:00","B8.1","N15W59",796.908,211.514
"2011-08-08T16:30:00","2011-08-08T16:36:00","2011-08-08T16:41:00","C2.2","N16W60",800.298,229.012
"2011-08-08T18:00:00","2011-08-08T18:10:00","2011-08-08T18:18:00","M3.5","N14W60",808.362,196.906
"2011-08-08T20:29:00","2011-08-08T20:33:00","2011-08-08T20:37:00","B9.2","N16W62",821.322,233.534
"2011-08-08T20:50:00","2011-08-08T20:54:00","2011-08-08T20:56:00","B6.9","N15W61",811.758,214.453
"2011-08-08T22:00:00","2011-08-08T22:09:00","2011-08-08T22:20:00","C7.7","N16W62",821.334,233.509
"2011-08-08T23:02:00","2011-08-08T23:15:00","2011-08-08T23:22:00","C5.3","N16W63",827.838,235.050
"2011-08-09T03:19:00","2011-08-09T03:45:00","2011-08-09T03:54:00","M2.5","N16W66",845.838,239.737
"2011-08-09T07:19:00","2011-08-09T07:23:00","2011-08-09T07:27:00","C1.4","N14W66",854.370,207.725
"2011-08-09T07:48:00","2011-08-09T08:05:00","2011-08-09T08:08:00","X6.9","N13W66",858.239,191.643
"2011-08-09T13:29:00","2011-08-09T13:45:00","2011-08-09T13:45:00","C2.2","N16W74",885.696,254.434
"2011-08-09T15:43:00","2011-08-09T15:45:00","2011-08-09T15:54:00","C2.4","N14W72",887.568,219.236
"2011-08-09T16:58:00","2011-08-09T17:02:00","2011-08-09T17:05:00","B8.6","N14W72",887.575,219.224
"2011-08-09T18:04:00","2011-08-09T18:11:00","2011-08-09T18:11:00","C2.0","N15W71",879.384,233.484
"2011-08-09T23:33:00","2011-08-09T23:43:00","2011-08-09T23:49:00","C3.9","N15W75",900.618,225.997
"2011-08-10T08:41:00","2011-08-10T08:45:00","2011-08-10T08:51:00","B4.7","N16W76",901.164,245.294
"2011-08-10T09:30:00","2011-08-10T09:37:00","2011-08-10T09:43:00","C2.4","N17W76",896.526,261.109
"2011-08-10T10:21:00","2011-08-10T10:30:00","2011-08-10T10:44:00","C6.1","N15W80",913.812,241.612
"2011-08-10T13:26:00","2011-08-10T13:33:00","2011-08-10T13:37:00","B8.1","N19W79",892.712,299.297
"2011-08-10T14:03:00","2011-08-10T14:09:00","2011-08-10T14:11:00","C1.2","N22W77",872.880,342.223
"2011-08-10T14:49:00","2011-08-10T15:24:00","2011-08-10T15:38:00","C1.5","N16W79",909.090,255.694
"2011-08-10T19:48:00","2011-08-10T20:14:00","2011-08-10T20:14:00","B8.0","N24W79",863.448,377.530
"2011-08-10T20:35:00","2011-08-10T20:39:00","2011-08-10T20:41:00","C1.1","N22W79",876.330,347.228
"2011-08-11T04:16:00","2011-08-11T04:26:00","2011-08-11T04:26:00","B6.9","N17W79",904.494,271.442
"2011-08-11T07:39:00","2011-08-11T07:46:00","2011-08-11T07:54:00","C1.3","N15W79",913.600,239.845
"2011-08-11T09:34:00","2011-08-11T10:23:00","2011-08-11T10:36:00","C6.2","N15W79",913.614,239.843
"2011-08-11T22:54:00","2011-08-11T23:09:00","2011-08-11T23:24:00","B6.8","N20W79",888.307,316.475
"2011-08-12T12:19:00","2011-08-12T13:06:00","2011-08-12T13:40:00","B3.7","N23W79",870.270,362.395
"2011-08-12T20:55:00","2011-08-12T21:00:00","2011-08-12T21:08:00","B1.9","S25E51",-686.556,-456.910
"2011-08-13T14:25:00","2011-08-13T14:31:00","2011-08-13T14:35:00","B1.6","S22W03",61.4646,-453.866
"2011-08-13T22:41:00","2011-08-13T22:55:00","2011-08-13T23:45:00","B1.9","N19E79",-894.114,300.917
"2011-08-14T09:40:00","2011-08-14T10:37:00","2011-08-14T11:15:00","B9.2","N17E80",-904.995,271.403
"2011-08-14T19:24:00","2011-08-14T20:00:00","2011-08-14T20:29:00","B4.8","N17E80",-905.058,271.400
"2011-08-14T21:09:00","2011-08-14T21:42:00","2011-08-14T22:09:00","B6.8","N18E80",-900.114,287.080
"2011-08-15T02:57:00","2011-08-15T03:09:00","2011-08-15T03:16:00","B5.4","S17E77",-893.994,-311.597
"2011-08-15T04:42:00","2011-08-15T04:45:00","2011-08-15T04:54:00","C1.4","N17E80",-905.124,271.397
"2011-08-15T06:24:00","2011-08-15T06:41:00","2011-08-15T07:18:00","B4.6","N16E80",-909.816,255.633
"2011-08-15T11:10:00","2011-08-15T11:15:00","2011-08-15T11:20:00","C3.4","S18E76",-888.528,-327.056
"2011-08-15T12:35:00","2011-08-15T12:43:00","2011-08-15T12:48:00","B6.5","S15E77",-904.272,-280.469
"2011-08-15T13:53:00","2011-08-15T14:00:00","2011-08-15T14:12:00","B8.6","N11E79",-929.106,175.743
"2011-08-15T17:21:00","2011-08-15T17:44:00","2011-08-15T18:05:00","B4.9","N15E80",-914.298,239.788
"2011-08-15T19:38:00","2011-08-15T19:43:00","2011-08-15T19:48:00","B7.7","S18E76",-888.582,-327.079
"2011-08-15T23:13:00","2011-08-15T23:16:00","2011-08-15T23:20:00","B4.1","N16E80",-909.930,255.628
"2011-08-15T23:55:00","2011-08-16T00:24:00","2011-08-16T00:45:00","C1.3","N15E80",-914.346,239.786
"2011-08-15T23:54:00","2011-08-16T00:25:00","2011-08-16T00:59:00","C1.3","N15E80",-914.344,239.786
"2011-08-16T11:04:00","2011-08-16T11:10:00","2011-08-16T11:14:00","B6.4","S19E76",-882.894,-342.458
"2011-08-16T15:39:00","2011-08-16T15:42:00","2011-08-16T15:48:00","B4.2","S20E73",-865.392,-358.747
"2011-08-16T17:24:00","2011-08-16T17:28:00","2011-08-16T17:34:00","B3.8","S19E75",-881.616,-336.279
"2011-08-17T00:06:00","2011-08-17T00:11:00","2011-08-17T00:20:00","B3.8","S19E72",-867.822,-345.368
"2011-08-17T01:44:00","2011-08-17T01:54:00","2011-08-17T02:54:00","C1.9","S18E69",-852.644,-338.978
"2011-08-17T04:19:00","2011-08-17T04:29:00","2011-08-17T04:29:00","C2.3","S22E68",-825.270,-401.201
"2011-08-17T07:52:00","2011-08-17T07:57:00","2011-08-17T08:00:00","B8.3","S19E66",-832.020,-359.557
"2011-08-17T10:19:00","2011-08-17T10:30:00","2011-08-17T10:42:00","C3.4","N16E61",-808.764,227.294
"2011-08-17T15:05:00","2011-08-17T15:12:00","2011-08-17T15:12:00","B6.6","S18E60",-796.866,-340.950
"2011-08-17T15:36:00","2011-08-17T15:41:00","2011-08-17T15:45:00","B6.8","N14E54",-760.476,183.874
"2011-08-17T16:16:00","2011-08-17T16:31:00","2011-08-17T16:45:00","C2.6","S18E63",-813.012,-351.262
"2011-08-17T18:31:00","2011-08-17T18:34:00","2011-08-17T18:38:00","B3.7","N19E53",-731.046,262.433
"2011-08-17T18:54:00","2011-08-17T18:58:00","2011-08-17T19:04:00","B5.8","N17E51",-721.452,227.607
"2011-08-18T00:23:00","2011-08-18T00:30:00","2011-08-18T00:30:00","C1.6","N17E53",-739.926,230.489
"2011-08-18T02:24:00","2011-08-18T02:34:00","2011-08-18T02:45:00","B3.3","S17W01",31.7480,-383.229
"2011-08-18T03:45:00","2011-08-18T04:02:00","2011-08-18T04:15:00","B5.7","N17E51",-721.500,227.459
"2011-08-18T04:37:00","2011-08-18T04:43:00","2011-08-18T04:53:00","B3.2","N14E48",-703.020,174.697
"2011-08-18T06:40:00","2011-08-18T06:44:00","2011-08-18T06:44:00","C1.2","S18E53",-730.608,-353.954
"2011-08-18T11:27:00","2011-08-18T11:32:00","2011-08-18T11:39:00","B5.2","N11E43",-645.834,117.304
"2011-08-18T12:41:00","2011-08-18T13:11:00","2011-08-18T13:19:00","B9.7","S20E51",-703.218,-387.400
"2011-08-18T14:59:00","2011-08-18T15:15:00","2011-08-18T15:15:00","C1.1","N15E43",-631.414,198.708
"2011-08-19T22:35:00","2011-08-19T22:59:00","2011-08-19T23:20:00","B3.2","N11E23",-377.119,111.665
"2011-08-20T01:56:00","2011-08-20T02:11:00","2011-08-20T02:26:00","B4.4","N14E24",-386.560,161.609
"2011-08-20T02:26:00","2011-08-20T02:30:00","2011-08-20T02:41:00","B4.4","S21E29",-443.890,-430.001
"2011-08-20T04:29:00","2011-08-20T04:32:00","2011-08-20T04:35:00","B5.5","S20E28",-433.259,-416.162
"2011-08-20T05:41:00","2011-08-20T06:15:00","2011-08-20T06:43:00","B4.5","N10E20",-333.612,92.7846
"2011-08-20T07:52:00","2011-08-20T07:58:00","2011-08-20T08:05:00","B3.9","N15E16",-266.116,172.396
