GEV_START,GEV_PEAK,GEV_END,GOES_CLASS,AIA_LOC,AIA_XCEN,AIA_YCEN
"2011-03-24T16:55:00","2011-03-24T16:58:00","2011-03-24T17:00:00","B6.6","S03E39",-617.076,-130.271
"2011-03-24T17:01:00","2011-03-24T17:06:00","2011-03-24T17:10:00","C9.1","S04E38",-602.088,-145.624
"2011-03-24T17:15:00","2011-03-24T17:19:00","2011-03-24T17:21:00","B9.6","S10E47",-698.808,-241.372
"2011-03-24T18:23:00","2011-03-24T18:27:00","2011-03-24T18:29:00","B8.4","S04E38",-602.082,-145.650
"2011-03-24T18:51:00","2011-03-24T18:57:00","2011-03-24T19:14:00","C1.3","S04E37",-589.492,-144.417
"2011-03-24T20:20:00","2011-03-24T20:24:00","2011-03-24T20:27:00","B6.8","S04E37",-589.481,-144.446
"2011-03-24T20:53:00","2011-03-24T20:57:00","2011-03-24T21:00:00","C1.4","S03E37",-579.137,-126.605
"2011-03-25T00:38:00","2011-03-25T00:42:00","2011-03-25T00:45:00","C1.0","S02E35",-552.942,-124.321
"2011-03-25T00:57:00","2011-03-25T01:01:00","2011-03-25T01:04:00","C1.0","S08E41",-625.974,-215.560
"2011-03-25T02:54:00","2011-03-25T02:59:00","2011-03-25T03:01:00","B9.5","S04E33",-534.902,-156.493
"2011-03-25T16:47:00","2011-03-25T17:13:00","2011-03-25T17:22:00","C1.0","S00E27",-444.997,-82.9230
"2011-03-25T19:25:00","2011-03-25T19:42:00","2011-03-25T20:00:00","B5.4","N31E44",-574.867,440.560
"2011-03-25T23:08:00","2011-03-25T23:22:00","2011-03-25T23:30:00","M1.0","S00E25",-414.041,-98.0472
"2011-03-26T00:55:00","2011-03-26T00:58:00","2011-03-26T01:02:00","C1.0","S01E25",-412.430,-114.817
"2011-03-26T14:42:00","2011-03-26T14:45:00","2011-03-26T14:47:00","B6.6","S05E22",-360.754,-179.279
"2011-03-27T00:06:00","2011-03-27T00:14:00","2011-03-27T00:20:00","C3.1","N01E10",-180.874,-72.6528
"2011-03-27T12:53:00","2011-03-27T12:57:00","2011-03-27T12:59:00","B7.6","N12W70",883.905,175.234
"2011-03-27T13:57:00","2011-03-27T14:00:00","2011-03-27T14:03:00","B5.9","S02E01",-32.5492,-138.069
"2011-03-27T15:54:00","2011-03-27T15:57:00","2011-03-27T15:59:00","B7.4","S06E11",-190.895,-190.225
"2011-03-27T16:58:00","2011-03-27T17:03:00","2011-03-27T17:05:00","C1.1","S05E09",-159.438,-189.539
"2011-03-27T18:09:00","2011-03-27T18:13:00","2011-03-27T18:18:00","B7.1","N00E00",-16.4827,-87.9438
"2011-03-27T23:15:00","2011-03-27T23:26:00","2011-03-27T23:55:00","C1.0","S20E43",-616.572,-396.325
"2011-03-28T00:28:00","2011-03-28T00:33:00","2011-03-28T00:39:00","B5.7","S05E05",-95.9700,-188.708
"2011-03-28T11:30:00","2011-03-28T11:39:00","2011-03-28T11:46:00","C1.4","S00W04",81.9756,-105.640
"2011-03-28T16:31:00","2011-03-28T16:46:00","2011-03-28T16:53:00","B7.1","N21E64",-809.396,316.131
"2011-03-28T17:02:00","2011-03-28T17:22:00","2011-03-28T17:45:00","B7.7","N22E65",-812.814,330.166
"2011-03-28T18:52:00","2011-03-28T18:56:00","2011-03-28T19:02:00","B9.0","S06W00",0.00000,-205.147
"2011-03-29T00:27:00","2011-03-29T00:32:00","2011-03-29T00:34:00","B8.6","S06W02",47.7570,-205.458
"2011-03-29T05:11:00","2011-03-29T05:15:00","2011-03-29T05:24:00","C1.1","N21E58",-761.946,309.848
"2011-03-29T19:20:00","2011-03-29T21:14:00","2011-03-29T21:20:00","B6.0","N22E48",-672.394,307.000
"2011-03-29T21:21:00","2011-03-29T21:29:00","2011-03-29T21:59:00","C1.2","N25E47",-639.972,356.786
"2011-03-30T06:53:00","2011-03-30T07:01:00","2011-03-30T07:14:00","B9.6","S24W34",502.690,-463.206
"2011-03-30T11:38:00","2011-03-30T11:45:00","2011-03-30T11:49:00","B9.0","S04W24",391.751,-166.789
"2011-03-30T19:42:00","2011-03-30T20:05:00","2011-03-30T20:13:00","C1.9","N24E36",-520.493,336.817
"2011-03-30T22:06:00","2011-03-30T22:10:00","2011-03-30T22:20:00","B5.0","S05W29",477.254,-172.316
"2011-03-31T01:57:00","2011-03-31T02:02:00","2011-03-31T02:07:00","C1.2","N25E31",-451.316,341.578
"2011-03-31T15:26:00","2011-03-31T15:35:00","2011-03-31T15:46:00","C2.6","S08W34",538.641,-210.751
"2011-03-31T21:35:00","2011-03-31T21:39:00","2011-03-31T21:47:00","B7.0","S08W38",588.888,-215.383
"2011-03-31T22:07:00","2011-03-31T22:21:00","2011-03-31T22:32:00","C1.6","S05W20",330.377,-181.498
"2011-04-01T01:46:00","2011-04-01T01:56:00","2011-04-01T02:07:00","C3.4","N26E15",-225.240,351.103
"2011-04-01T03:48:00","2011-04-01T03:54:00","2011-04-01T03:59:00","C3.1","S09W45",680.490,-225.587
"2011-04-01T22:19:00","2011-04-01T22:23:00","2011-04-01T22:26:00","B6.8","N28E09",-144.163,383.243
"2011-04-02T03:22:00","2011-04-02T03:26:00","2011-04-02T03:29:00","B4.6","N28E06",-96.3264,383.768
"2011-04-02T14:33:00","2011-04-02T14:38:00","2011-04-02T14:42:00","B4.1","N35W30",396.148,492.040
"2011-04-02T22:34:00","2011-04-02T23:01:00","2011-04-02T23:32:00","B7.4","S10W74",915.272,-192.765
"2011-04-02T23:36:00","2011-04-02T23:47:00","2011-04-02T23:58:00","B8.3","S09W69",890.316,-182.213
"2011-04-03T05:01:00","2011-04-03T05:19:00","2011-04-03T05:28:00","C1.2","N26W16",240.819,348.635
"2011-04-04T02:29:00","2011-04-04T04:47:00","2011-04-04T06:45:00","B8.7","N29W68",775.722,447.467
"2011-04-04T17:10:00","2011-04-04T17:13:00","2011-04-04T17:15:00","B5.5","N22W42",600.006,310.483
"2011-04-04T23:19:00","2011-04-04T23:25:00","2011-04-04T23:25:00","B5.2","N20E86",-899.754,331.136
"2011-04-05T05:17:00","2011-04-05T05:23:00","2011-04-05T05:29:00","B7.4","N21E86",-893.832,346.651
"2011-04-06T15:46:00","2011-04-06T15:49:00","2011-04-06T15:52:00","B9.6","N25E53",-700.044,358.990
"2011-04-06T16:14:00","2011-04-06T16:23:00","2011-04-06T16:35:00","C1.2","N11E85",-940.176,185.349
"2011-04-06T17:12:00","2011-04-06T17:20:00","2011-04-06T17:30:00","B9.4","N31E46",-592.002,444.719
"2011-04-06T17:52:00","2011-04-06T18:00:00","2011-04-06T18:07:00","C1.9","N13E85",-933.192,217.840
"2011-04-06T21:35:00","2011-04-06T21:45:00","2011-04-06T21:54:00","C1.4","N12E85",-936.774,201.613
"2011-04-07T04:19:00","2011-04-07T04:30:00","2011-04-07T04:35:00","C1.8","N12E85",-936.702,201.593
"2011-04-07T04:54:00","2011-04-07T04:59:00","2011-04-07T05:03:00","C1.5","N12E85",-936.696,201.592
"2011-04-07T16:25:00","2011-04-07T16:30:00","2011-04-07T16:39:00","C1.5","N13E85",-932.946,217.774
"2011-04-08T18:16:00","2011-04-08T18:24:00","2011-04-08T18:32:00","B7.4","N26E22",-331.256,355.249
"2011-04-09T00:40:00","2011-04-09T00:45:00","2011-04-09T00:50:00","B8.0","N26E19",-285.640,356.701
"2011-04-09T01:57:00","2011-04-09T02:02:00","2011-04-09T02:06:00","B4.2","N19W70",858.990,283.595
"2011-04-09T03:57:00","2011-04-09T04:00:00","2011-04-09T04:03:00","B4.4","N19W69",852.846,285.158
"2011-04-09T14:48:00","2011-04-09T15:45:00","2011-04-09T15:58:00","C1.3","N18W75",885.512,275.231
"2011-04-09T23:01:00","2011-04-09T23:04:00","2011-04-09T23:08:00","B5.0","N32E20",-290.130,446.401
"2011-04-10T00:06:00","2011-04-10T00:10:00","2011-04-10T00:16:00","B4.3","N32E22",-304.780,445.796
"2011-04-10T16:06:00","2011-04-10T16:12:00","2011-04-10T16:24:00","B5.1","N33E15",-215.569,447.960
"2011-04-10T17:53:00","2011-04-10T17:58:00","2011-04-10T18:03:00","B4.4","N32E11",-155.812,434.369
"2011-04-11T09:09:00","2011-04-11T09:15:00","2011-04-11T09:21:00","B9.2","N06E84",-951.318,102.941
"2011-04-11T12:49:00","2011-04-11T13:00:00","2011-04-11T13:10:00","B7.2","N21E33",-497.908,280.654
"2011-04-11T15:53:00","2011-04-11T16:02:00","2011-04-11T16:19:00","C1.2","N21E32",-483.929,281.411
"2011-04-11T20:25:00","2011-04-11T20:30:00","2011-04-11T20:30:00","C1.8","N21E30",-455.539,282.913
"2011-04-11T22:11:00","2011-04-11T22:24:00","2011-04-11T22:41:00","B8.1","N24E28",-423.158,316.228
"2011-04-11T23:40:00","2011-04-11T23:45:00","2011-04-11T23:47:00","C1.0","N22E25",-382.233,286.559
"2011-04-12T03:40:00","2011-04-12T03:46:00","2011-04-12T03:52:00","C1.7","N21E26",-398.548,269.636
"2011-04-12T05:46:00","2011-04-12T06:07:00","2011-04-12T06:11:00","C3.1","N09E84",-944.532,152.276
"2011-04-12T12:21:00","2011-04-12T12:25:00","2011-04-12T12:32:00","C1.8","N09E84",-944.460,152.258
"2011-04-12T17:52:00","2011-04-12T17:58:00","2011-04-12T18:02:00","B9.7","N11E84",-938.592,184.938
"2011-04-15T04:37:00","2011-04-15T04:41:00","2011-04-15T04:44:00","C1.3","N22W17",274.568,286.781
"2011-04-15T08:09:00","2011-04-15T08:11:00","2011-04-15T08:12:00","C1.1","N22W21",321.155,285.044
"2011-04-15T09:10:00","2011-04-15T09:15:00","2011-04-15T09:19:00","C1.3","N22W20",305.711,285.535
"2011-04-15T11:29:00","2011-04-15T11:30:00","2011-04-15T11:36:00","C1.9","N22W23",351.721,283.706
"2011-04-15T13:47:00","2011-04-15T13:50:00","2011-04-15T13:54:00","C2.8","N21W24",368.152,266.936
"2011-04-15T14:42:00","2011-04-15T14:45:00","2011-04-15T14:49:00","C2.0","N23W25",380.366,298.219
"2011-04-15T16:08:00","2011-04-15T16:14:00","2011-04-15T16:19:00","C1.6","N21W26",396.740,281.528
"2011-04-15T17:02:00","2011-04-15T17:12:00","2011-04-15T17:12:00","M1.3","N23W25",380.356,298.100
"2011-04-15T22:33:00","2011-04-15T22:36:00","2011-04-15T22:39:00","C1.8","N21W30",455.024,278.274
"2011-04-16T09:00:00","2011-04-16T09:07:00","2011-04-16T09:12:00","C1.8","N18W84",907.776,298.573
"2011-04-16T10:32:00","2011-04-16T10:36:00","2011-04-16T10:40:00","B9.4","N17W84",912.780,282.759
"2011-04-16T13:51:00","2011-04-16T14:00:00","2011-04-16T14:03:00","C5.0","N21W36",536.017,288.415
"2011-04-16T16:11:00","2011-04-16T16:14:00","2011-04-16T16:17:00","B6.8","N15E24",-388.173,183.623
"2011-04-16T16:34:00","2011-04-16T16:38:00","2011-04-16T16:53:00","C3.7","N19W84",902.406,314.255
"2011-04-18T19:17:00","2011-04-18T19:24:00","2011-04-18T19:31:00","C1.0","S13E80",-922.212,-243.188
"2011-04-18T23:12:00","2011-04-18T23:15:00","2011-04-18T23:15:00","B7.6","N15W66",851.208,218.618
"2011-04-19T02:34:00","2011-04-19T02:37:00","2011-04-19T02:40:00","B7.8","N14W68",867.192,199.495
"2011-04-19T05:08:00","2011-04-19T05:12:00","2011-04-19T05:17:00","C1.0","N28W00",0.00000,379.426
"2011-04-19T11:16:00","2011-04-19T11:20:00","2011-04-19T11:24:00","B9.0","N27W00",0.00000,363.648
"2011-04-20T03:46:00","2011-04-20T04:31:00","2011-04-20T04:49:00","C1.0","S10E65",-862.404,-216.345
"2011-04-20T13:07:00","2011-04-20T13:11:00","2011-04-20T13:13:00","B8.5","S09E58",-808.305,-206.075
"2011-04-20T17:38:00","2011-04-20T18:36:00","2011-04-20T19:06:00","C1.5","N28W13",205.070,375.121
"2011-04-20T19:30:00","2011-04-20T19:31:00","2011-04-20T19:39:00","C4.0","S20E75",-870.763,-360.709
"2011-04-20T23:02:00","2011-04-20T23:07:00","2011-04-20T23:21:00","B8.9","N12W83",933.138,200.593
"2011-04-21T06:24:00","2011-04-21T06:39:00","2011-04-21T06:44:00","B8.3","S10E47",-697.398,-242.304
"2011-04-21T08:31:00","2011-04-21T08:38:00","2011-04-21T08:38:00","C1.0","S07E47",-708.300,-193.709
"2011-04-21T09:38:00","2011-04-21T09:48:00","2011-04-21T09:58:00","C8.5","S09E48",-715.038,-211.132
"2011-04-21T14:37:00","2011-04-21T14:45:00","2011-04-21T14:51:00","C4.9","S09E47",-701.184,-226.445
"2011-04-21T21:51:00","2011-04-21T22:00:00","2011-04-21T22:07:00","C4.5","S08E42",-639.312,-204.329
"2011-04-22T00:13:00","2011-04-22T00:20:00","2011-04-22T00:26:00","C1.5","S06E39",-606.798,-185.249
"2011-04-22T01:00:00","2011-04-22T01:38:00","2011-04-22T02:55:00","C3.3","S09E41",-635.982,-220.718
"2011-04-22T04:35:00","2011-04-22T04:56:00","2011-04-22T05:14:00","M1.8","S08E39",-600.714,-218.050
"2011-04-22T07:08:00","2011-04-22T07:11:00","2011-04-22T07:18:00","C1.7","S07E38",-591.631,-200.983
"2011-04-22T08:04:00","2011-04-22T08:09:00","2011-04-22T08:12:00","C2.5","S07E35",-553.994,-198.420
"2011-04-22T09:40:00","2011-04-22T09:46:00","2011-04-22T09:59:00","C2.6","S07E35",-553.984,-198.494
"2011-04-22T11:07:00","2011-04-22T11:15:00","2011-04-22T11:25:00","C7.7","S08E35",-551.111,-214.855
"2011-04-22T12:29:00","2011-04-22T12:30:00","2011-04-22T12:36:00","C3.0","S07E34",-541.076,-197.798
"2011-04-22T14:04:00","2011-04-22T14:07:00","2011-04-22T14:09:00","C1.3","S06E32",-517.296,-179.914
"2011-04-22T14:42:00","2011-04-22T14:45:00","2011-04-22T14:49:00","C1.3","S07E31",-501.412,-195.545
"2011-04-22T14:55:00","2011-04-22T14:59:00","2011-04-22T15:02:00","C1.4","S08E32",-512.126,-212.628
"2011-04-22T15:47:00","2011-04-22T15:53:00","2011-04-22T15:53:00","M1.2","S09E34",-535.298,-230.481
"2011-04-22T16:56:00","2011-04-22T17:00:00","2011-04-22T17:07:00","C5.5","S07E30",-485.347,-211.225
"2011-04-22T17:41:00","2011-04-22T17:45:00","2011-04-22T17:54:00","C4.2","S08E32",-512.110,-212.761
"2011-04-22T19:30:00","2011-04-22T19:35:00","2011-04-22T19:40:00","C3.6","S06E30",-487.854,-195.038
"2011-04-22T20:54:00","2011-04-22T20:57:00","2011-04-22T21:01:00","B9.5","S05E28",-462.578,-177.303
"2011-04-22T21:47:00","2011-04-22T21:59:00","2011-04-22T21:59:00","C2.7","S06E28",-460.334,-193.730
"2011-04-22T22:39:00","2011-04-22T22:45:00","2011-04-22T22:46:00","C2.4","N23W49",669.143,332.845
"2011-04-22T22:55:00","2011-04-22T23:00:00","2011-04-22T23:00:00","C2.9","S05E26",-434.357,-176.061
"2011-04-23T01:52:00","2011-04-23T01:59:00","2011-04-23T02:00:00","C1.3","S07E26",-430.005,-208.931
"2011-04-23T02:43:00","2011-04-23T02:45:00","2011-04-23T02:47:00","B8.6","S18E43",-628.944,-367.097
"2011-04-23T03:09:00","2011-04-23T03:13:00","2011-04-23T03:13:00","B6.1","S06E25",-417.995,-192.035
"2011-04-23T03:39:00","2011-04-23T03:45:00","2011-04-23T03:53:00","C1.9","S05E25",-405.590,-175.054
"2011-04-23T04:14:00","2011-04-23T04:15:00","2011-04-23T04:21:00","C1.1","S07E24",-401.536,-207.814
"2011-04-23T04:51:00","2011-04-23T04:59:00","2011-04-23T05:04:00","C1.2","S06E25",-417.987,-192.125
"2011-04-23T07:30:00","2011-04-23T07:34:00","2011-04-23T07:38:00","C2.4","S06E23",-374.507,-190.494
"2011-04-23T10:28:00","2011-04-23T10:32:00","2011-04-23T10:36:00","B5.5","S06E22",-359.768,-190.110
"2011-04-23T12:43:00","2011-04-23T12:45:00","2011-04-23T12:52:00","B8.1","N19W54",744.180,262.505
"2011-04-23T14:09:00","2011-04-23T14:16:00","2011-04-23T14:22:00","C1.0","S07E21",-343.133,-206.134
"2011-04-23T16:04:00","2011-04-23T16:07:00","2011-04-23T16:11:00","B6.2","N20W65",818.466,298.166
"2011-04-23T18:58:00","2011-04-23T19:03:00","2011-04-23T19:08:00","B6.7","N20W66",825.534,296.834
"2011-04-24T07:51:00","2011-04-24T09:00:00","2011-04-24T09:50:00","B9.1","N22E75",-862.302,346.260
"2011-04-24T19:13:00","2011-04-24T19:15:00","2011-04-24T19:26:00","C2.4","N21W71",853.312,320.067
"2011-04-24T19:50:00","2011-04-24T20:07:00","2011-04-24T20:15:00","C1.7","N16E83",-916.032,264.586
"2011-04-25T02:33:00","2011-04-25T03:22:00","2011-04-25T03:56:00","B8.7","N19W83",900.942,311.953
"2011-04-25T16:01:00","2011-04-25T16:06:00","2011-04-25T16:08:00","B8.1","S04W12",208.055,-172.642
"2011-04-25T22:12:00","2011-04-25T22:15:00","2011-04-25T22:19:00","B9.3","N20W83",894.570,328.794
"2011-04-26T22:10:00","2011-04-26T22:15:00","2011-04-26T22:16:00","B4.4","N28W21",309.398,378.848
"2011-04-27T02:26:00","2011-04-27T02:30:00","2011-04-27T02:33:00","C2.0","N23E60",-770.250,332.735
"2011-04-27T06:13:00","2011-04-27T06:16:00","2011-04-27T06:17:00","B8.7","N30W26",374.772,421.336
"2011-04-27T13:57:00","2011-04-27T14:00:00","2011-04-27T14:03:00","B4.5","S08W27",443.488,-215.314
"2011-04-28T09:15:00","2011-04-28T09:22:00","2011-04-28T09:22:00","B6.7","N24W30",445.607,325.454
"2011-04-28T10:02:00","2011-04-28T10:19:00","2011-04-28T10:28:00","B8.3","N27W44",600.808,377.818
"2011-04-28T10:41:00","2011-04-28T10:47:00","2011-04-28T10:52:00","B8.0","N27W43",589.097,378.614
"2011-04-28T11:51:00","2011-04-28T11:58:00","2011-04-28T12:03:00","C2.4","N27W44",600.798,377.728
"2011-04-28T12:39:00","2011-04-28T12:47:00","2011-04-28T12:51:00","C1.1","N26W45",612.313,376.847
"2011-04-28T21:06:00","2011-04-28T21:12:00","2011-04-28T21:18:00","B8.2","N26W48",645.678,373.835
"2011-04-29T00:17:00","2011-04-29T00:26:00","2011-04-29T00:33:00","C3.8","N17E82",-910.284,280.094
"2011-04-29T01:26:00","2011-04-29T01:29:00","2011-04-29T01:31:00","B8.9","N27W51",672.858,386.171
"2011-04-29T08:51:00","2011-04-29T08:54:00","2011-04-29T08:59:00","B4.9","S27W76",832.098,-457.198
"2011-04-29T12:44:00","2011-04-29T12:48:00","2011-04-29T12:56:00","B6.6","S06E09",-159.668,-194.032
"2011-04-29T20:40:00","2011-04-29T20:45:00","2011-04-29T20:48:00","C1.8","S13W65",851.544,-253.397
"2011-04-29T22:49:00","2011-04-29T22:55:00","2011-04-29T23:00:00","C1.5","S10W67",874.902,-207.360
"2011-04-30T04:14:00","2011-04-30T04:16:00","2011-04-30T04:20:00","B7.6","N24W65",798.660,355.828
"2011-04-30T05:05:00","2011-04-30T05:08:00","2011-04-30T05:11:00","B6.8","S09W70",892.944,-194.687
"2011-04-30T08:11:00","2011-04-30T08:15:00","2011-04-30T08:19:00","C1.5","N22W67",823.746,336.998
"2011-04-30T08:55:00","2011-04-30T09:00:00","2011-04-30T09:08:00","C1.7","N23W66",805.542,354.613
"2011-04-30T11:32:00","2011-04-30T11:46:00","2011-04-30T11:51:00","C3.2","S13W73",899.196,-248.932
"2011-04-30T12:19:00","2011-04-30T12:28:00","2011-04-30T12:42:00","C1.0","N23W69",830.730,350.163
"2011-04-30T13:08:00","2011-04-30T13:15:00","2011-04-30T13:26:00","C3.2","S13W66",862.152,-255.947
"2011-04-30T13:03:00","2011-04-30T13:26:00","2011-04-30T15:03:00","C3.3","S13W68",871.859,-258.157
"2011-04-30T21:54:00","2011-04-30T21:57:00","2011-04-30T22:00:00","B6.4","S17W51",714.192,-350.286
"2011-04-30T22:09:00","2011-04-30T22:12:00","2011-04-30T22:15:00","B6.6","N22W74",856.426,344.357
"2011-05-01T07:51:00","2011-05-01T08:14:00","2011-05-01T08:42:00","C1.6","S15W78",909.922,-275.303
"2011-05-01T09:49:00","2011-05-01T09:57:00","2011-05-01T10:04:00","B9.9","S20W52",719.202,-383.143
"2011-05-01T11:58:00","2011-05-01T12:01:00","2011-05-01T12:06:00","B6.6","N20E65",-819.591,307.094
"2011-05-01T12:37:00","2011-05-01T12:50:00","2011-05-01T13:06:00","B5.8","S15W78",909.876,-275.307
"2011-05-01T23:25:00","2011-05-01T23:32:00","2011-05-01T23:39:00","C6.5","N21W82",887.958,342.411
"2011-05-02T07:13:00","2011-05-02T07:16:00","2011-05-02T07:22:00","B4.7","N27W08",126.492,358.679
"2011-05-02T09:50:00","2011-05-02T09:57:00","2011-05-02T10:03:00","B5.8","S17W78",899.418,-306.871
"2011-05-02T13:49:00","2011-05-02T13:52:00","2011-05-02T13:55:00","B6.0","S12W79",923.277,-228.518
"2011-05-02T14:01:00","2011-05-02T14:05:00","2011-05-02T14:07:00","C1.2","S51W64",543.085,-773.886
"2011-05-02T22:00:00","2011-05-02T22:04:00","2011-05-02T22:11:00","B6.1","S09W33",523.827,-226.049
"2011-05-03T00:12:00","2011-05-03T00:16:00","2011-05-03T00:19:00","B7.0","S09W35",549.554,-227.460
"2011-05-03T03:54:00","2011-05-03T03:59:00","2011-05-03T04:08:00","B9.2","S09W35",549.532,-227.656
"2011-05-03T06:20:00","2011-05-03T06:25:00","2011-05-03T06:35:00","B6.3","S09W38",586.846,-229.822
"2011-05-03T10:47:00","2011-05-03T10:52:00","2011-05-03T10:56:00","C1.3","N20E46",-654.726,275.612
"2011-05-03T18:44:00","2011-05-03T18:48:00","2011-05-03T18:57:00","B4.1","N23E31",-458.921,317.099
"2011-05-04T01:44:00","2011-05-04T01:45:00","2011-05-04T01:51:00","B9.3","N23E33",-486.309,315.521
"2011-05-04T10:56:00","2011-05-04T10:59:00","2011-05-04T11:04:00","B4.5","N29E19",-275.480,398.560
"2011-05-04T16:54:00","2011-05-04T17:38:00","2011-05-04T18:02:00","B6.9","N29E37",-507.488,405.188
"2011-05-05T08:42:00","2011-05-05T08:45:00","2011-05-05T08:48:00","B3.0","N16W64",834.330,240.600
"2011-05-05T17:42:00","2011-05-05T17:46:00","2011-05-05T17:50:00","B2.9","N27E04",-63.3493,353.389
"2011-05-05T17:51:00","2011-05-05T17:56:00","2011-05-05T17:56:00","B8.0","N26E05",-79.1496,353.296
"2011-05-05T20:37:00","2011-05-05T20:43:00","2011-05-05T20:51:00","B4.2","N27E03",-47.5277,353.246
"2011-05-06T03:08:00","2011-05-06T03:12:00","2011-05-06T03:15:00","B3.9","N29W47",620.604,411.703
"2011-05-06T08:50:00","2011-05-06T08:53:00","2011-05-06T08:55:00","B2.9","N24W06",95.9358,320.964
"2011-05-06T22:19:00","2011-05-06T22:22:00","2011-05-06T22:26:00","B2.6","N24W13",206.414,318.802
"2011-05-07T15:30:00","2011-05-07T15:38:00","2011-05-07T15:49:00","B3.3","N23W22",345.284,299.097
"2011-05-08T10:01:00","2011-05-08T10:08:00","2011-05-08T10:13:00","B4.4","N25W39",554.986,352.521
"2011-05-09T04:26:00","2011-05-09T04:30:00","2011-05-09T04:30:00","B5.6","N27E20",-293.633,360.035
"2011-05-09T05:11:00","2011-05-09T05:16:00","2011-05-09T05:18:00","C1.4","N28E21",-306.552,375.016
"2011-05-09T13:19:00","2011-05-09T13:25:00","2011-05-09T13:25:00","B7.1","N27E14",-218.198,360.756
"2011-05-09T17:31:00","2011-05-09T17:41:00","2011-05-09T17:48:00","C1.5","N28E11",-171.033,376.406
"2011-05-09T20:42:00","2011-05-09T20:59:00","2011-05-09T20:59:00","C5.4","N16E81",-912.612,263.245
"2011-05-11T02:23:00","2011-05-11T02:30:00","2011-05-11T02:43:00","B8.1","N24W52",699.654,340.692
"2011-05-11T02:21:00","2011-05-11T02:43:00","2011-05-11T03:30:00","B8.1","N24W54",714.468,354.739
"2011-05-11T20:28:00","2011-05-11T20:30:00","2011-05-11T20:36:00","B3.2","N19W81",897.258,310.376
"2011-05-12T12:11:00","2011-05-12T12:15:00","2011-05-12T12:29:00","C1.8","N23E62",-781.806,347.568
"2011-05-13T13:48:00","2011-05-13T13:55:00","2011-05-13T14:00:00","B2.2","N28W39",543.565,391.208
"2011-05-13T21:35:00","2011-05-13T21:40:00","2011-05-13T21:50:00","B2.2","N26W44",606.114,372.968
"2011-05-14T00:57:00","2011-05-14T00:58:00","2011-05-14T01:00:00","B2.1","S16W64",833.910,-308.931
"2011-05-14T11:43:00","2011-05-14T11:47:00","2011-05-14T11:52:00","B1.8","N25W51",680.464,368.239
"2011-05-15T04:38:00","2011-05-15T04:42:00","2011-05-15T04:46:00","B1.9","S16E09",-149.948,-362.203
"2011-05-15T07:35:00","2011-05-15T07:39:00","2011-05-15T07:42:00","B2.5","N15W43",639.318,197.206
"2011-05-15T13:04:00","2011-05-15T13:08:00","2011-05-15T13:12:00","B3.0","N15W47",685.398,194.702
"2011-05-15T14:11:00","2011-05-15T14:14:00","2011-05-15T14:25:00","C1.3","N14W47",687.402,178.367
"2011-05-15T16:16:00","2011-05-15T16:20:00","2011-05-15T16:22:00","B5.6","N15W50",717.762,192.802
"2011-05-15T17:39:00","2011-05-15T17:43:00","2011-05-15T17:45:00","B8.4","N13W51",730.248,175.862
"2011-05-15T23:25:00","2011-05-15T23:30:00","2011-05-15T23:41:00","C4.8","N16W46",671.928,210.911
"2011-05-16T10:31:00","2011-05-16T10:40:00","2011-05-16T10:49:00","B5.7","N14W51",728.004,191.301
"2011-05-16T22:11:00","2011-05-16T22:19:00","2011-05-16T22:27:00","B3.5","N14W59",799.866,202.181
"2011-05-16T23:19:00","2011-05-16T23:23:00","2011-05-16T23:27:00","B3.0","S15W13",210.485,-350.257
"2011-05-17T01:04:00","2011-05-17T01:09:00","2011-05-17T01:12:00","B3.5","S16W15",239.807,-350.704
"2011-05-17T01:40:00","2011-05-17T01:43:00","2011-05-17T01:48:00","B2.6","N12W62",836.334,166.994
"2011-05-17T02:35:00","2011-05-17T02:43:00","2011-05-17T02:48:00","B4.1","S16W15",254.357,-350.986
"2011-05-17T08:58:00","2011-05-17T09:05:00","2011-05-17T09:09:00","B2.2","S14E78",-911.598,-260.519
"2011-05-17T11:27:00","2011-05-17T11:44:00","2011-05-17T12:02:00","B2.7","N23E78",-866.496,361.666
"2011-05-17T20:15:00","2011-05-17T20:23:00","2011-05-17T20:23:00","B5.3","S17W14",237.860,-367.381
"2011-05-18T00:56:00","2011-05-18T01:00:00","2011-05-18T01:05:00","B2.4","N10W74",909.702,157.756
"2011-05-18T11:57:00","2011-05-18T12:01:00","2011-05-18T12:03:00","B2.3","S12E73",-899.802,-238.335
"2011-05-18T12:48:00","2011-05-18T12:59:00","2011-05-18T13:07:00","C1.2","S13E73",-898.284,-254.941
"2011-05-18T16:33:00","2011-05-18T16:37:00","2011-05-18T16:41:00","B2.0","N12W79",927.468,184.078
"2011-05-18T18:02:00","2011-05-18T18:30:00","2011-05-18T19:00:00","C2.1","N13W80",923.676,213.755
"2011-05-19T01:59:00","2011-05-19T02:03:00","2011-05-19T02:05:00","B2.0","N10W80",933.517,165.144
"2011-05-19T02:09:00","2011-05-19T02:13:00","2011-05-19T02:15:00","B3.5","N09W80",935.256,150.145
"2011-05-19T03:45:00","2011-05-19T04:36:00","2011-05-19T05:15:00","B3.1","N24W34",492.829,323.499
"2011-05-19T09:38:00","2011-05-19T09:39:00","2011-05-19T09:40:00","B2.2","S11E62",-838.044,-231.197
"2011-05-21T07:35:00","2011-05-21T07:42:00","2011-05-21T07:49:00","B1.6","S20W62",798.210,-374.063
